impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
5k_10k	5k - 10k	CY	Cyprus	ΑΚΕΛ - AKEL	ΑΚΕΛ - AKEL	117799504920552	Facebook	25	1	249174	124599	2467	0
5k_10k	5k - 10k	CY	Cyprus	Δημοκρατικό Κόμμα	Constantinos Georgallides	293704380825571	Facebook	13	1	129972	64992	1286	0
5k_10k	5k - 10k	CY	Cyprus	Λευτέρης Χριστοφόρου - Lefteris Christoforou		832972046731724	Facebook	8	1	79967	39987	791	0
5k_10k	5k - 10k	CY	Cyprus	Στηρίζουμε Μαρίνο Κλεάνθους για την Ευρωβουλή		831939610501208	Facebook	8	1	75353	37680	746	0
5k_10k	5k - 10k	CY	Cyprus	Κίνημα Σοσιαλδημοκρατών ΕΔΕΚ	EDEK	489124984493054	Facebook	6	1	59984	29995	593	0
5k_10k	5k - 10k	CY	Cyprus	Prof. Dr. Niyazi Kızılyürek	Niyazi Kızılyürek	878208312216203	Facebook	6	1	59276	29641	586	0
5k_10k	5k - 10k	CY	Cyprus	Νικόλας Παπαδόπουλος	Μανωλης Κυριακου	998046016880140	Facebook	5	1	49992	24998	494	0
5k_10k	5k - 10k	CY	Cyprus	Τζώρτζια Κωνσταντίνου-Παναγιώτου / Georgia Constantinou-Panayiotou		270213387069072	Facebook	4	1	39996	20000	396	0
5k_10k	5k - 10k	CY	Cyprus	Costas Mavrides - Κώστας Μαυρίδης	Costas Mavrides - Κώστας Μαυρίδης	197874087030899	Facebook	3	1	29997	15000	297	0
5k_10k	5k - 10k	CY	Cyprus	Dr. Eleni Stavrou		822417261217421	Facebook	3	1	29997	15000	297	0
5k_10k	5k - 10k	CY	Cyprus	Συμμαχία Πολιτών	Anastasia Fella	470323203056530	Facebook	3	1	29995	14999	296	0
5k_10k	5k - 10k	CY	Cyprus	Παναγιώτης Σεντώνας - Panayiotis Sentonas		436419753766608	Facebook	3	1	29994	14998	296	0
5k_10k	5k - 10k	CY	Cyprus	Κόμμα Δικαιοσύνης - ΟΑΔ	Michael Minas	404386316397983	Facebook	3	1	29991	14997	296	0
5k_10k	5k - 10k	CY	Cyprus	Δρ. ΕΛΕΝΗ ΘΕΟΧΑΡΟΥΣ - Dr. ELENI THEOCHAROUS		46620712083	Facebook	3	1	29989	14996	296	0
5k_10k	5k - 10k	CY	Cyprus	Μιχάλης Μηνά-Υποψήφιος Ευρωβουλευτής 2019-  Πρόεδρος Κόμμα Δικαιοσύνης		1405721126369385	Facebook	3	1	29982	14992	296	0
