advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	DK	Denmark	446	1	15921436	5384949	112147	30046
European Parliament		178362315106	Facebook	DK	Denmark	81	1	5520599	2336602	47836	10807
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	DK	Denmark	172	1	5213779	1541984	71170	17594
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	DK	Denmark	142	1	4344771	1424971	63047	14849
Liberal Alliance	Liberal Alliance	106952222676974	Facebook	DK	Denmark	745	1	3950864	886687	33742	7001
Lizette Risgaard		547601668763372	Facebook	DK	Denmark	71	1	3730915	1569995	32728	9533
Red Barnet		67571270393	Facebook	DK	Denmark	90	1	2665895	893995	43638	11006
Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	DK	Denmark	35	1	2416935	900988	33509	8502
Mette Frederiksen	Socialdemokratiet	57497067718	Facebook	DK	Denmark	25	1	2384953	1047995	53221	11207
SF	SF	74796954245	Facebook	DK	Denmark	71	1	2250926	706999	20115	4806
Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	DK	Denmark	17	1	2130932	874975	23777	6801
Enhedslisten	Enhedslisten	223040066022	Facebook	DK	Denmark	57	1	2014913	684991	15363	3668
Facebook Nordic	Facebook	334318366655425	Facebook	DK	Denmark	4	1	1999995	799999	26779	5355
Pia Olsen Dyhr	SF	49348971479	Facebook	DK	Denmark	61	1	1927934	590997	18335	4565
Morten Dahlin	Morten Dahlin	577345799101307	Facebook	DK	Denmark	182	1	1880567	449955	6930	1459
Dansk Industri - DI	Dansk Industri	141343589252160	Facebook	DK	Denmark	40	1	1658939	432995	13103	3213
Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	DK	Denmark	28	1	1580972	532000	22906	6748
Mona Juul	Mona Juul	2079067062409423	Facebook	DK	Denmark	85	1	1503915	408999	13592	2878
Alternativet	Alternativet	676061179094769	Facebook	DK	Denmark	13	1	1374972	560994	19815	4847
SE Energi & Klima		169900309711559	Facebook	DK	Denmark	43	1	1358745	480933	8736	2396
World Animal Protection Danmark		33588644626	Facebook	DK	Denmark	5	1	1349921	559969	16066	3615
Oxfam IBIS	Oxfam IBIS	144965885963	Facebook	DK	Denmark	34	1	1063937	352993	10385	2785
Morten Østergaard	Radikale Venstre	252520351444054	Facebook	DK	Denmark	50	1	974936	219997	6956	1472
