impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
100k_200k	100k - 200k	BE	Belgium	sp.a	sp.a	57253967150	Facebook	35	1	6999965	3500000	25965	7600
100k_200k	100k - 200k	BE	Belgium	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	18	1	3599982	1800000	14982	3900
100k_200k	100k - 200k	BE	Belgium	European Parliament		178362315106	Facebook	20	1	3599945	1799981	20981	5999
100k_200k	100k - 200k	BE	Belgium	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	17	1	3399976	1699996	36482	10599
100k_200k	100k - 200k	BE	Belgium	Open Vld	Open Vld	53668151866	Facebook	14	1	2799881	1399947	15485	5499
100k_200k	100k - 200k	BE	Belgium	John Crombez	sp.a	264131406977201	Facebook	11	1	2199989	1100000	5489	1100
100k_200k	100k - 200k	BE	Belgium	CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	10	1	1999990	1000000	4990	1000
100k_200k	100k - 200k	BE	Belgium	Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	8	1	1599992	800000	31992	7000
100k_200k	100k - 200k	BE	Belgium	Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	8	1	1599992	800000	3192	600
100k_200k	100k - 200k	BE	Belgium	Vlaams Belang	Vlaams Belang	56605856504	Facebook	7	1	1399993	700000	22993	5500
100k_200k	100k - 200k	BE	Belgium	Sign for my Future		1345513882259768	Facebook	7	1	1399993	700000	6992	3500
100k_200k	100k - 200k	BE	Belgium	Groen	Groen	84920854319	Facebook	6	1	1199994	600000	2994	600
100k_200k	100k - 200k	BE	Belgium	Peter Mertens	PVDA	236485149843971	Facebook	6	1	1197888	598947	5484	2595
100k_200k	100k - 200k	BE	Belgium	VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	5	1	999995	500000	16995	4000
100k_200k	100k - 200k	BE	Belgium	IKEA	IKEA	112961202185776	Facebook	5	1	999983	499994	2994	899
100k_200k	100k - 200k	BE	Belgium	Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	4	1	799983	399993	3995	1999
100k_200k	100k - 200k	BE	Belgium	European Greens	European Greens	141366725876424	Facebook	7	1	675335	337669	6032	1683
100k_200k	100k - 200k	BE	Belgium	sp.a West-Vlaanderen	sp.a West-Vlaanderen	269157793205215	Facebook	3	1	599997	300000	1997	700
100k_200k	100k - 200k	BE	Belgium	Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	3	1	599743	299873	6492	1598
100k_200k	100k - 200k	BE	Belgium	CD&V	CD&V	52997544531	Facebook	2	1	399998	200000	1498	600
100k_200k	100k - 200k	BE	Belgium	Jan Jambon	Nieuw-Vlaamse Alliantie	60317812912	Facebook	2	1	399998	200000	1998	1000
100k_200k	100k - 200k	BE	Belgium	Smart Solutions Qualified people for you		401154619963846	Facebook	2	1	399998	200000	5998	1500
100k_200k	100k - 200k	BE	Belgium	Joris Vandenbroucke	Vandenbroucke Joris Jeroen J	984867054996076	Facebook	2	1	399997	200000	998	200
100k_200k	100k - 200k	BE	Belgium	Tout sur le nucléaire / Alles over kernenergie		585236024850280	Facebook	2	1	399992	199996	997	199
100k_200k	100k - 200k	BE	Belgium	Unis pour les Droits Humains		1642871805813802	Facebook	3	1	320093	160047	141	0
100k_200k	100k - 200k	BE	Belgium	Kialo		729627343834501	Facebook	39	1	308729	154365	2057	635
100k_200k	100k - 200k	BE	Belgium	Party of European Socialists	Party of European Socialists	148097975226385	Facebook	2	1	230532	115266	575	115
100k_200k	100k - 200k	BE	Belgium	Facebook Brussels	Facebook	287739491272583	Facebook	1	1	199999	100000	4999	1000
100k_200k	100k - 200k	BE	Belgium	Geert Bourgeois	Nieuw-Vlaamse Alliantie	649429725077632	Facebook	1	1	199999	100000	999	500
100k_200k	100k - 200k	BE	Belgium	Johan Van Overtveldt		275607285891320	Facebook	1	1	199999	100000	4999	1000
100k_200k	100k - 200k	BE	Belgium	Jan Cornillie		980619838787000	Facebook	1	1	199999	100000	499	100
100k_200k	100k - 200k	BE	Belgium	USR Diaspora	USR Diaspora	1793510380925494	Facebook	1	1	199999	100000	1050	210
100k_200k	100k - 200k	BE	Belgium	Maurits Vande Reyde	Vande Reyde Maurits Jozef	1797427180478228	Facebook	1	1	199999	100000	499	100
100k_200k	100k - 200k	BE	Belgium	Theo Francken		483497581789280	Facebook	1	1	199999	100000	499	100
100k_200k	100k - 200k	BE	Belgium	Marie Arena		109149719130331	Facebook	1	1	199999	100000	499	100
100k_200k	100k - 200k	BE	Belgium	PTB	PTB	53838654385	Facebook	1	1	199999	100000	499	100
100k_200k	100k - 200k	BE	Belgium	Elias Kartout	Nieuw-Vlaamse Alliantie	2593268540690171	Facebook	1	1	199999	100000	499	100
100k_200k	100k - 200k	BE	Belgium	Manu Diericx	Diericx Manu Romain C	311729416012864	Facebook	1	1	199999	100000	499	100
100k_200k	100k - 200k	BE	Belgium	Le racisme, vous valez mieux que ça		1858720887787052	Facebook	1	1	199999	100000	499	99
100k_200k	100k - 200k	BE	Belgium	vdk bank		185648231502494	Facebook	1	1	199999	100000	499	100
100k_200k	100k - 200k	BE	Belgium	Europe Direct Brussels		772075022808345	Facebook	1	1	199999	100000	499	100
100k_200k	100k - 200k	BE	Belgium	GAIA - Global Action in the Interest of Animals		208140805905898	Facebook	1	1	199999	100000	499	100
100k_200k	100k - 200k	BE	Belgium	Cheops		1114045328715740	Facebook	1	1	199999	100000	999	500
