advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Демократична България	Демократична България	995342840629890	Facebook	50_100	50 - 100	BG	Bulgaria	35	1	434749	175425	1213	230
Kialo		729627343834501	Facebook	50_100	50 - 100	BG	Bulgaria	227	1	388171	143093	2260	448
Приоритети	БЗНС	1163987410423594	Facebook	50_100	50 - 100	BG	Bulgaria	78	1	278937	115284	479	62
Път на младите	Път на младите	2051476654950711	Facebook	50_100	50 - 100	BG	Bulgaria	18	1	212705	102734	754	142
ПП ГЕРБ - София		336639303182606	Facebook	50_100	50 - 100	BG	Bulgaria	1	1	207720	83088	184	36
European Parliament		178362315106	Facebook	50_100	50 - 100	BG	Bulgaria	41	1	186358	92867	496	97
informo.bg	informo.bg	262524054082832	Facebook	50_100	50 - 100	BG	Bulgaria	8	1	117858	57839	338	64
България на Труда и Разума - БТР		709384432421964	Facebook	50_100	50 - 100	BG	Bulgaria	8	1	85010	38999	183	32
Greens/EFA in the European Parliament		150527751674751	Facebook	50_100	50 - 100	BG	Bulgaria	15	1	74742	32576	133	26
Евро Ферт АД		271746059949890	Facebook	50_100	50 - 100	BG	Bulgaria	1	1	71015	35508	157	31
Крум Дончев/Krum Donchev		155516354469476	Facebook	50_100	50 - 100	BG	Bulgaria	8	1	25676	12272	21	0
Volen Siderov		48268614826	Facebook	50_100	50 - 100	BG	Bulgaria	22	1	20735	4533	64	0
Стефан Тафров	Стефан Тафров	233810563693016	Facebook	50_100	50 - 100	BG	Bulgaria	43	1	14538	2883	53	0
Бареков и Байрактаров без цензура - ТВ предаване		405986069871245	Facebook	50_100	50 - 100	BG	Bulgaria	9	1	11705	3386	25	0
Кристиян Шкварек	Oblakov Nikolay	651747871952382	Facebook	50_100	50 - 100	BG	Bulgaria	19	1	9125	2311	33	0
Ангел Джамбазки	Войчин Мирчо	139581756144530	Facebook	50_100	50 - 100	BG	Bulgaria	9	1	8961	2782	26	0
Solar Impulse		187539851277198	Facebook	50_100	50 - 100	BG	Bulgaria	2	1	8299	3319	7	1
Борба за съществуване / Extinction Rebellion Bulgaria		2258761914367373	Facebook	50_100	50 - 100	BG	Bulgaria	1	1	7012	1402	16	0
LIKE APP		272972103180159	Facebook	50_100	50 - 100	BG	Bulgaria	1	1	6848	2739	6	1
One Billion Rising Bulgaria		579415982138368	Facebook	50_100	50 - 100	BG	Bulgaria	1	1	6608	1321	15	0
Партия на ЗЕЛЕНИТЕ	Mitrakiev Boyan	1438204226503681	Facebook	50_100	50 - 100	BG	Bulgaria	13	1	6370	1283	12	0
DESIGNitsa - Дизайница		676082905766490	Facebook	50_100	50 - 100	BG	Bulgaria	10	1	5094	1114	32	0
Pirate Parties International		152709151422154	Facebook	50_100	50 - 100	BG	Bulgaria	1	1	4990	2495	21	4
Index in English		1969401936694372	Facebook	50_100	50 - 100	BG	Bulgaria	2	1	4436	887	13	2
eToro		193863317737	Facebook	50_100	50 - 100	BG	Bulgaria	15	1	4411	2116	9	1
