day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d137	2019-05-17	PT	Portugal	163	50	606558	235143	1423	344
d136	2019-05-16	PT	Portugal	178	55	826269	333200	1627	348
d135	2019-05-15	PT	Portugal	173	57	726008	298139	1230	105
d134	2019-05-14	PT	Portugal	164	61	942425	365754	1510	182
d133	2019-05-13	PT	Portugal	152	56	402304	183413	989	172
d132	2019-05-12	PT	Portugal	149	59	186490	78429	448	66
d131	2019-05-11	PT	Portugal	180	64	249267	102682	784	166
d130	2019-05-10	PT	Portugal	179	67	273489	102211	941	151
d129	2019-05-09	PT	Portugal	189	67	1202489	551113	1680	118
d128	2019-05-08	PT	Portugal	177	68	311208	145569	666	115
d127	2019-05-07	PT	Portugal	174	67	1004855	443992	2277	443
d126	2019-05-06	PT	Portugal	172	65	491322	234001	1916	340
d125	2019-05-05	PT	Portugal	195	70	343116	159614	1646	332
d124	2019-05-04	PT	Portugal	191	72	586136	272668	1985	496
d123	2019-05-03	PT	Portugal	215	82	450368	206015	934	274
d122	2019-05-02	PT	Portugal	247	84	426491	196423	995	269
d121	2019-05-01	PT	Portugal	227	84	373282	154518	917	277
d120	2019-04-30	PT	Portugal	278	96	506383	187069	1291	285
d119	2019-04-29	PT	Portugal	299	94	1434610	674150	6149	1256
d118	2019-04-28	PT	Portugal	285	93	1130522	548512	5688	1110
d117	2019-04-27	PT	Portugal	294	101	209905	89913	1126	325
d116	2019-04-26	PT	Portugal	577	115	644862	270643	2386	570
d115	2019-04-25	PT	Portugal	561	114	429018	170355	1104	116
d114	2019-04-24	PT	Portugal	547	114	261830	65011	930	58
d113	2019-04-23	PT	Portugal	503	116	551268	238150	2168	357
d112	2019-04-22	PT	Portugal	403	122	200086	63753	787	51
d111	2019-04-21	PT	Portugal	356	115	313962	139768	727	112
d110	2019-04-20	PT	Portugal	371	123	284317	101819	661	79
d109	2019-04-19	PT	Portugal	455	138	985571	414638	1737	300
d108	2019-04-18	PT	Portugal	498	145	365215	150934	1023	85
