advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SPÖ	SPÖ	77393060080	Facebook	65_	65+	AT	Austria	511	1	1357864	477447	12379	1917
Harald Vilimsky		547597092025909	Facebook	65_	65+	AT	Austria	159	1	1085557	468424	11758	2796
Andreas Schieder	SPÖ	290881691011354	Facebook	65_	65+	AT	Austria	157	1	633678	188798	5215	960
kontrast.at	kontrast.at	1079650008770485	Facebook	65_	65+	AT	Austria	103	1	608557	236045	4097	1285
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	65_	65+	AT	Austria	1159	1	384275	82466	9439	323
Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	65_	65+	AT	Austria	274	1	342432	75079	4855	388
HC Strache	FPÖ	74865038590	Facebook	65_	65+	AT	Austria	67	1	268076	108930	1571	421
Claudia Gamon	NEOS	447992848717452	Facebook	65_	65+	AT	Austria	179	1	247343	70992	2151	194
Stadt Wien	Stadt Wien	110971788921077	Facebook	65_	65+	AT	Austria	12	1	221026	69679	1530	219
Othmar Karas	Volkspartei	395638503864459	Facebook	65_	65+	AT	Austria	294	1	219183	47774	5831	242
Wolfram Pirchner	Österreichischer Seniorenbund	296676857050295	Facebook	65_	65+	AT	Austria	10	1	155793	54645	2297	424
Wirtschaftsbund Österreich	Wirtschaftsbund Österreich	385183128166442	Facebook	65_	65+	AT	Austria	144	1	142979	33513	3252	97
Julia Herr	Sozialistische Jugend Österreich	345172509462824	Facebook	65_	65+	AT	Austria	22	1	105267	41195	1368	345
FPÖ	FPÖ	169051073236170	Facebook	65_	65+	AT	Austria	16	1	96446	41579	749	188
Pamela Rendi-Wagner	SPÖ-Parlamentsklub	1673371229636129	Facebook	65_	65+	AT	Austria	72	1	93480	25287	690	15
OÖVP - die Oberösterreichische Volkspartei	Oberösterreichische Volkspartei	289163077789256	Facebook	65_	65+	AT	Austria	39	1	87318	20458	293	19
Alex Bernhuber	Niederösterreichischer Bauernbund	382872055842390	Facebook	65_	65+	AT	Austria	164	1	83196	20815	1891	56
Dominik Nepp	FPÖ-Wien	135953609780627	Facebook	65_	65+	AT	Austria	19	1	77978	29290	547	169
European Parliament		178362315106	Facebook	65_	65+	AT	Austria	80	1	77166	27812	837	120
Johann Gudenus		104145976305577	Facebook	65_	65+	AT	Austria	48	1	75631	26868	555	72
Die Grünen	Die Grünen	21759893033	Facebook	65_	65+	AT	Austria	23	1	75516	23960	590	80
SPÖ Kärnten	SPÖ Kärnten	10150145829810364	Facebook	65_	65+	AT	Austria	33	1	72888	20647	633	110
NR KLUB JETZT	NR KLUB JETZT	833013456857401	Facebook	65_	65+	AT	Austria	64	1	60907	15899	791	0
Lukas Mandl	Verein VSM - Vorzugsstimmen für Mandl	436914289678818	Facebook	65_	65+	AT	Austria	93	1	60077	17758	1021	44
Wochenblick	Wochenblick	991628130904203	Facebook	65_	65+	AT	Austria	14	1	57795	17786	466	106
