advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
INBOX	New Digital Media	369693523475596	Facebook	f	female	EL	Greece	15	1	697654	304913	876	72
European Parliament	European Parliament	178362315106	Facebook	f	female	EL	Greece	1	1	286683	114673	286	57
In Progress	In Progress	254883792041627	Facebook	f	female	EL	Greece	1	1	240608	96243	480	240
Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	f	female	EL	Greece	14	1	217149	67803	467	0
ΣΥ.ΡΙΖ.Α.	ΣΥ.ΡΙΖ.Α.	31895177275	Facebook	f	female	EL	Greece	1	1	209739	83895	419	209
Θοδωρής Ζαγοράκης / Thodoris Zagorakis	Θοδωρής Ζαγοράκης / Thodoris Zagorakis	235332330007800	Facebook	f	female	EL	Greece	1	1	203115	81246	202	40
Οι Έλληνες	In Progress	2273336566260671	Facebook	f	female	EL	Greece	2	1	158683	66335	402	201
Ομάδα Μνήμης	In Progress	230319800467420	Facebook	f	female	EL	Greece	1	1	124358	49743	248	124
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	f	female	EL	Greece	2	1	115964	57982	223	36
Γιώργος Καμίνης	Georgios Kaminis	186974508081005	Facebook	f	female	EL	Greece	6	1	113527	38147	418	129
Voxpop Analysis	Ιωάννης Απόστολος Σκλίας	126822114784105	Facebook	f	female	EL	Greece	2	1	99998	20000	597	100
Ρένα Δούρου	Ρένα Δούρου	225197477683663	Facebook	f	female	EL	Greece	43	1	96241	20328	1298	0
Cruel	In Progress	1949870255322243	Facebook	f	female	EL	Greece	1	1	88529	35411	176	88
Νάσος Ηλιόπουλος	Athanasios Iliopoulos	1535215766758773	Facebook	f	female	EL	Greece	7	1	79044	15778	171	0
Nikos Papandreou	Nikos Papandreou	2245032148843299	Facebook	f	female	EL	Greece	4	1	76666	16172	206	0
Βασιλική Λαζαράκου	Βασιλική Λαζαράκου 	443842809693601	Facebook	f	female	EL	Greece	3	1	75581	24097	239	29
