country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
PT	Portugal	w020	Week 20	2019-05-13	2019-05-15	164	62	902893	386977	3136	325
PT	Portugal	w019	Week 19	2019-05-06	2019-05-12	233	90	3689543	1637925	8861	1424
PT	Portugal	w018	Week 18	2019-04-29	2019-05-05	405	126	5030161	2306116	14801	3648
PT	Portugal	w017	Week 17	2019-04-22	2019-04-28	789	170	3400594	1440320	14095	2580
PT	Portugal	w016	Week 16	2019-04-15	2019-04-21	951	206	4024572	1656127	10166	1388
PT	Portugal	w015	Week 15	2019-04-08	2019-04-14	1053	355	8146194	3171045	26817	4180
PT	Portugal	w014	Week 14	2019-04-01	2019-04-07	783	338	5255484	1999939	17408	2295
PT	Portugal	w013	Week 13	2019-03-25	2019-03-31	614	282	3597936	1328837	13602	1775
PT	Portugal	w012	Week 12	2019-03-18	2019-03-24	519	229	2862700	1057404	9221	620
PT	Portugal	w011	Week 11	2019-03-11	2019-03-17	369	181	3390845	1336611	11677	1722
PT	Portugal	w010	Week 10	2019-03-04	2019-03-10	375	181	5066127	1974972	15506	2104
PT	Portugal	w009	Week 9	2019-02-25	2019-03-03	160	87	635996	236704	1950	215
PT	Portugal	w008	Week 8	2019-02-18	2019-02-24	116	65	571970	242025	2258	289
PT	Portugal	w007	Week 7	2019-02-11	2019-02-17	91	56	187131	59593	1099	32
PT	Portugal	w006	Week 6	2019-02-04	2019-02-10	71	39	342994	133351	1453	182
PT	Portugal	w005	Week 5	2019-01-28	2019-02-03	88	33	77660	33570	351	27
PT	Portugal	w004	Week 4	2019-01-21	2019-01-27	76	30	96573	37405	588	68
PT	Portugal	w003	Week 3	2019-01-14	2019-01-20	92	34	398505	146992	1732	256
PT	Portugal	w002	Week 2	2019-01-07	2019-01-13	59	27	299651	97153	1023	105
PT	Portugal	w001	Week 1	2019-01-01	2019-01-06	55	25	767124	298915	1502	210
