day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d136	2019-05-16	CY	Cyprus	196	44	717319	199464	4167	27
d135	2019-05-15	CY	Cyprus	226	46	1036281	309045	5432	289
d134	2019-05-14	CY	Cyprus	211	45	959648	282252	4035	293
d133	2019-05-13	CY	Cyprus	178	47	709439	222375	2560	293
d132	2019-05-12	CY	Cyprus	183	50	865685	263472	2859	291
d131	2019-05-11	CY	Cyprus	191	53	772415	239619	2680	291
d130	2019-05-10	CY	Cyprus	206	53	1237730	430794	5855	847
d129	2019-05-09	CY	Cyprus	219	54	1207056	405734	5969	645
d128	2019-05-08	CY	Cyprus	203	56	1162074	403991	5805	707
d127	2019-05-07	CY	Cyprus	197	51	1193249	408729	5964	657
d126	2019-05-06	CY	Cyprus	168	46	1136193	367736	5005	597
d125	2019-05-05	CY	Cyprus	151	43	516491	147187	1551	37
d124	2019-05-04	CY	Cyprus	154	43	669557	185109	2489	37
d123	2019-05-03	CY	Cyprus	140	44	559513	157294	1906	40
d122	2019-05-02	CY	Cyprus	121	40	506208	127465	1336	34
d121	2019-05-01	CY	Cyprus	109	38	189566	52150	561	26
d120	2019-04-30	CY	Cyprus	139	43	147262	43141	502	26
d119	2019-04-29	CY	Cyprus	136	43	135117	39825	442	26
d118	2019-04-28	CY	Cyprus	137	44	180764	49583	622	29
d117	2019-04-27	CY	Cyprus	149	49	194623	56064	937	54
d116	2019-04-26	CY	Cyprus	153	52	210212	58145	1135	54
d115	2019-04-25	CY	Cyprus	150	50	221579	68255	936	51
d114	2019-04-24	CY	Cyprus	144	49	249541	76450	835	51
d113	2019-04-23	CY	Cyprus	143	49	197745	61676	749	3
d112	2019-04-22	CY	Cyprus	141	50	93896	24935	443	3
d111	2019-04-21	CY	Cyprus	156	54	232265	60867	954	3
d110	2019-04-20	CY	Cyprus	156	56	146095	42428	667	4
d109	2019-04-19	CY	Cyprus	162	58	128211	39068	569	3
d108	2019-04-18	CY	Cyprus	160	60	84425	25924	302	4
d107	2019-04-17	CY	Cyprus	159	60	81530	26023	300	4
