advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
ČSSD	ČSSD	111041662264882	Facebook	rm3	Last 3 months	CZ	Czechia	1729	1	10842267	2765999	54914	13182
European Parliament		178362315106	Facebook	rm3	Last 3 months	CZ	Czechia	94	1	10828464	4930839	51956	16896
Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	rm3	Last 3 months	CZ	Czechia	108	1	4413884	1773998	13675	3602
HLAS	První prezidentská	320144481956623	Facebook	rm3	Last 3 months	CZ	Czechia	259	1	3439741	862000	6507	1810
European Commission		107898832590939	Facebook	rm3	Last 3 months	CZ	Czechia	21	1	3397791	1553897	13098	3123
ecoFuture & E.ON Energy Globe		104654572907664	Facebook	rm3	Last 3 months	CZ	Czechia	102	1	2794675	970905	11697	399
TOP 09	TOP 09	90002267161	Facebook	rm3	Last 3 months	CZ	Czechia	27	1	2649973	1054000	4786	1414
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	rm3	Last 3 months	CZ	Czechia	97	1	2502903	760000	5580	1364
Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	rm3	Last 3 months	CZ	Czechia	50	1	2281950	883999	7160	1733
Petr Fiala	ODS - Občanská demokratická strana	487445514669670	Facebook	rm3	Last 3 months	CZ	Czechia	43	1	2223953	629999	9573	2156
Gambrinus		146991996743	Facebook	rm3	Last 3 months	CZ	Czechia	3	1	1999998	900000	14997	3000
Evropa společně	Evropa společně	535611970260854	Facebook	rm3	Last 3 months	CZ	Czechia	65	1	1946927	640998	6297	1169
Organizace pro pomoc uprchlíkům, z.s.		188235971211201	Facebook	rm3	Last 3 months	CZ	Czechia	68	1	1705241	437659	1200	246
Pavel Poc	Poc Pavel	202974613060409	Facebook	rm3	Last 3 months	CZ	Czechia	19	1	1574981	621000	4215	1158
Andrej Babiš	ANO	214827221987263	Facebook	rm3	Last 3 months	CZ	Czechia	5	1	1509992	754998	4762	1165
Ondřej Krutílek - kandidát do Evropského parlamentu		1220066088147062	Facebook	rm3	Last 3 months	CZ	Czechia	37	1	1257931	334989	6092	1740
Starostové a nezávislí	Starostové a nezávislí	370583064327	Facebook	rm3	Last 3 months	CZ	Czechia	16	1	1209981	476998	3753	936
Kancelář Evropského parlamentu	Kancelář Evropského parlamentu	278212515809	Facebook	rm3	Last 3 months	CZ	Czechia	22	1	1201972	378999	2066	575
KDU-ČSL	KDU-ČSL	251656685576	Facebook	rm3	Last 3 months	CZ	Czechia	54	1	1136328	428778	2988	686
Jan Zahradil		400970967000022	Facebook	rm3	Last 3 months	CZ	Czechia	15	1	1079985	351999	4332	983
Roman Kriz	Kriz Roman	382745889213194	Facebook	rm3	Last 3 months	CZ	Czechia	128	1	1033872	238000	3644	839
Daniel Herman		378072105614553	Facebook	rm3	Last 3 months	CZ	Czechia	10	1	1019932	396975	1149	392
Kialo		729627343834501	Facebook	rm3	Last 3 months	CZ	Czechia	274	1	1012129	394354	5824	1341
Talíř do Bruselu	KDU-ČSL	2108659169383946	Facebook	rm3	Last 3 months	CZ	Czechia	53	1	654940	181998	1579	415
Ing. Jaromír Kohlíček, CSc.	Kohlicek Jaromir	162310277268109	Facebook	rm3	Last 3 months	CZ	Czechia	35	1	581965	149000	3457	889
