advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	rw2	Last 2 weeks	289	1	106877710	48829999	569822	158452
Podemos	Unidas Podemos	269212336568846	Facebook	rw2	Last 2 weeks	298	1	52048318	23018477	330576	90402
Partido Popular	Partido Popular	72249031214	Facebook	rw2	Last 2 weeks	2121	1	48568556	18823750	376846	51915
CDU	CDU	78502295414	Facebook	rw2	Last 2 weeks	3170	1	30302830	7531000	313830	0
Ciudadanos	Ciudadanos	74078667754	Facebook	rw2	Last 2 weeks	2097	1	20321903	5783000	283703	19100
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rw2	Last 2 weeks	283	1	19613487	7881142	93719	17636
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	rw2	Last 2 weeks	59	1	18040839	7952301	41639	11945
sp.a	sp.a	57253967150	Facebook	rw2	Last 2 weeks	181	1	16283606	6979032	76524	17963
FDP	FDP	21289227249	Facebook	rw2	Last 2 weeks	756	1	15004500	4586304	99761	7000
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rw2	Last 2 weeks	84	1	14332109	6257737	39619	8664
PSOE	PSOE	189318235003	Facebook	rw2	Last 2 weeks	334	1	13807264	5441883	46570	7620
România în primul rând	Future Innovation	770704223323599	Facebook	rw2	Last 2 weeks	32	1	12000968	5480000	12557	3067
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rw2	Last 2 weeks	62	1	10589461	4849591	32308	7652
Kialo		729627343834501	Facebook	rw2	Last 2 weeks	146	1	10057855	3684499	49117	11044
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	rw2	Last 2 weeks	17	1	9949983	4509999	38083	9400
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	rw2	Last 2 weeks	42	1	9890730	4116084	97263	23174
Partidul Naţional Liberal		181375448581167	Facebook	rw2	Last 2 weeks	35	1	9249964	4000000	11548	3634
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rw2	Last 2 weeks	397	1	8829088	2785663	120255	23574
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rw2	Last 2 weeks	19	1	8558314	4026666	25251	11658
Romania #nuepsd	Future Innovation	293215748279337	Facebook	rw2	Last 2 weeks	27	1	8493306	3998333	6143	2717
Vlaams Belang	Vlaams Belang	56605856504	Facebook	rw2	Last 2 weeks	27	1	7965102	3567897	40033	11571
Greenpeace France		39435457457	Facebook	rw2	Last 2 weeks	22	1	7612978	3325000	25878	6900
The Labour Party	The Labour Party	25749647410	Facebook	rw2	Last 2 weeks	76	1	7305923	2776000	69806	15622
SPD	SPD	47930567748	Facebook	rw2	Last 2 weeks	2133	1	7073153	1468142	228339	4914
The Brexit Party	The Brexit Party	230416667843105	Facebook	rw2	Last 2 weeks	47	1	6750871	3047333	99918	26162
