advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Alfred Sant	Alfred Sant	537789116260209	Facebook	MT	Malta	148	1	5729828	2113989	25551	2999
Roberta Metsola		406824526101449	Facebook	MT	Malta	482	1	5521410	1684411	57646	2099
Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	MT	Malta	20	1	5114979	2165999	28479	7099
David Casa	David Casa	193035580892638	Facebook	MT	Malta	114	1	4606438	1327909	14885	900
Cyrus Engerer	Cyrus Engerer	212468218793878	Facebook	MT	Malta	148	1	4107851	1191000	16752	800
Joe Sammut		433245190070343	Facebook	MT	Malta	83	1	3210568	1240959	13643	1648
Josef Caruana		166617437361908	Facebook	MT	Malta	71	1	2821876	884983	12628	1399
Adrian Delia	Partit Nazzjonalista	1442808799090985	Facebook	MT	Malta	31	1	2053966	794998	9068	1499
European Parliament		178362315106	Facebook	MT	Malta	56	1	1986343	818544	8409	1014
Francis Zammit Dimech	Francis Zammit Dimech	117406495021568	Facebook	MT	Malta	154	1	1797846	433000	15245	0
Alex Agius Saliba	Alex Agius Saliba	656955664383156	Facebook	MT	Malta	50	1	1583931	693990	10249	1099
Frank Psaila		458318884361628	Facebook	MT	Malta	95	1	1261614	334866	9029	88
PD Martin Cauchi Inglott		181379916072401	Facebook	MT	Malta	54	1	1176922	378989	6545	299
David Stellini	David Stellini	1911257335785088	Facebook	MT	Malta	11	1	1059989	482000	3489	600
Michael Briguglio	Michael Briguglio	1040577706078198	Facebook	MT	Malta	126	1	876874	221000	12473	0
European Parliament Office in Malta	European Parliament Office in Malta	116353271736965	Facebook	MT	Malta	12	1	789988	347000	2788	400
Miriam Dalli	Miriam Dalli	277980849002904	Facebook	MT	Malta	25	1	771975	196000	2875	100
Lorna Vassallo	Lorna Vassallo	690417757823946	Facebook	MT	Malta	14	1	694975	240997	1785	100
Ian Borg	Ian Borg	151496594943131	Facebook	MT	Malta	10	1	614990	246000	989	0
Kialo		729627343834501	Facebook	MT	Malta	354	1	550953	227964	3006	673
Lovin Malta	Lovin Malta	1700937210129433	Facebook	MT	Malta	7	1	549993	230000	1893	300
Roselyn Borg Knight	Roselyn Borg	446487702156732	Facebook	MT	Malta	57	1	546940	173999	6291	100
Peter Agius	Peter Agius	263881160919130	Facebook	MT	Malta	21	1	482978	140999	2468	100
Riformi		1930216103678232	Facebook	MT	Malta	11	1	424977	90997	1488	100
Josianne Cutajar		337620233111013	Facebook	MT	Malta	17	1	397982	84999	1682	0
Alternattiva Demokratika - The Green Party	Alternattiva Demokratika - The Green Party	309359272432391	Facebook	MT	Malta	17	1	379982	117999	1683	0
Robert Micallef for MEP	Robert James Bugeja	2123200014472283	Facebook	MT	Malta	17	1	374983	87000	2083	100
Live Communications for MEP Elections May 2019	Stephen Florian	962042630582450	Facebook	MT	Malta	21	1	364979	121000	2079	0
Noel Cassar		290329184871610	Facebook	MT	Malta	8	1	319991	69999	1191	100
Martin Cauchi Inglott II	Martin Cauchi Inglott 	381424722583691	Facebook	MT	Malta	7	1	309993	92000	693	0
FŻL - Forum Żgħażagħ Laburisti	FŻL - Forum Żgħażagħ Laburisti	40870184668	Facebook	MT	Malta	6	1	299994	60000	594	0
Friends of the Earth Malta	Friends of the Earth Malta	137236009675929	Facebook	MT	Malta	12	1	290987	63999	1187	0
Save the Refugees		1931458237163388	Facebook	MT	Malta	67	1	256997	83237	1880	320
Sustainability and Climate Action Malta		1563004720376312	Facebook	MT	Malta	5	1	254992	80998	1294	199
James Grech		1050376408471129	Facebook	MT	Malta	12	1	240979	50998	1187	0
Ralph Puli: Kap tal-Kunsilliera PN f'Hal Qormi	Ralph Puli	312887412236411	Facebook	MT	Malta	44	1	227956	47000	4356	0
ICE Malta		130543903693435	Facebook	MT	Malta	3	1	205996	100999	696	100
