spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
1k_5k	1k - 5k	DK	Denmark	Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	13	1	2809326	1300652	27078	7508
1k_5k	1k - 5k	DK	Denmark	European Parliament		178362315106	Facebook	10	1	2464056	1099006	23216	5573
1k_5k	1k - 5k	DK	Denmark	Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	7	1	1133316	491497	13926	3948
1k_5k	1k - 5k	DK	Denmark	World Animal Protection Danmark		33588644626	Facebook	3	1	866429	358149	10826	2397
1k_5k	1k - 5k	DK	Denmark	Red Barnet		67571270393	Facebook	8	1	861059	384314	18952	4953
1k_5k	1k - 5k	DK	Denmark	Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	6	1	763396	352754	13151	3560
1k_5k	1k - 5k	DK	Denmark	Socialdemokratiet		41459763029	Facebook	8	1	729046	364525	10451	3718
1k_5k	1k - 5k	DK	Denmark	Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	7	1	572544	268906	13926	3948
1k_5k	1k - 5k	DK	Denmark	Oatly		214112085661044	Facebook	1	1	499999	199999	4999	1000
1k_5k	1k - 5k	DK	Denmark	Søren Pape Poulsen	Søren Pape Poulsen	952334508116178	Facebook	6	1	410645	196641	8901	2943
1k_5k	1k - 5k	DK	Denmark	Lizette Risgaard		547601668763372	Facebook	4	1	381701	190852	7351	2167
1k_5k	1k - 5k	DK	Denmark	Sex og Samfund		250994288337708	Facebook	2	1	300275	150138	10051	2010
1k_5k	1k - 5k	DK	Denmark	Zetland	Zetland	341299649231023	Facebook	1	1	289456	115782	775	387
1k_5k	1k - 5k	DK	Denmark	SE Energi & Klima		169900309711559	Facebook	1	1	289455	115782	775	387
1k_5k	1k - 5k	DK	Denmark	Kialo		729627343834501	Facebook	35	1	154455	69251	1394	329
1k_5k	1k - 5k	DK	Denmark	Ali Aminali		1452133531486822	Facebook	1	1	150137	75069	5025	1005
1k_5k	1k - 5k	DK	Denmark	Alternativet	Alternativet	676061179094769	Facebook	2	1	144721	63677	1550	775
1k_5k	1k - 5k	DK	Denmark	European Greens	European Greens	141366725876424	Facebook	5	1	120164	59592	5124	1025
1k_5k	1k - 5k	DK	Denmark	Enhedslisten	Enhedslisten	223040066022	Facebook	1	1	115782	57891	775	387
1k_5k	1k - 5k	DK	Denmark	Naser Khader		1995019340791443	Facebook	1	1	115782	57891	775	387
1k_5k	1k - 5k	DK	Denmark	Liberal Alliance	Liberal Alliance	106952222676974	Facebook	2	1	115778	57889	1550	775
1k_5k	1k - 5k	DK	Denmark	SF Amager KBH		262391220488874	Facebook	1	1	115767	57883	774	387
1k_5k	1k - 5k	DK	Denmark	Røde Kors		65929129383	Facebook	2	1	86835	34734	1550	775
1k_5k	1k - 5k	DK	Denmark	Heidi Bank	Heidi Farsoe Bank	1912736882278358	Facebook	1	1	57890	28945	775	387
1k_5k	1k - 5k	DK	Denmark	Giv Klimaet Lov		445657632847922	Facebook	1	1	57890	28945	775	387
1k_5k	1k - 5k	DK	Denmark	UNHCR Danmark		924692171033381	Facebook	1	1	57890	28945	775	387
1k_5k	1k - 5k	DK	Denmark	Humble Household		1746853745395190	Facebook	7	1	44630	19209	431	86
1k_5k	1k - 5k	DK	Denmark	Game of Sultans		185311195624361	Facebook	5	1	18950	7786	261	91
1k_5k	1k - 5k	DK	Denmark	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	3	1	14465	6910	88	17
1k_5k	1k - 5k	DK	Denmark	Clone Evolution		1345821958781389	Facebook	1	1	10483	4193	186	93
1k_5k	1k - 5k	DK	Denmark	Wholesome Culture		1664959567149320	Facebook	1	1	10091	5045	44	8
1k_5k	1k - 5k	DK	Denmark	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	3	1	9018	4094	65	13
1k_5k	1k - 5k	DK	Denmark	5Pillars	5 Pillars	490858150969676	Facebook	2	1	6253	3126	91	24
1k_5k	1k - 5k	DK	Denmark	DigitalOcean		149515305173840	Facebook	2	1	5094	2228	36	7
1k_5k	1k - 5k	DK	Denmark	Guardian Weekly		64525551258	Facebook	1	1	4909	1963	11	5
