advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SDP Hrvatske	SDP Hrvatske	129634970518	Facebook	w019	Week 19	HR	Croatia	58	1	3417831	1462602	5100	382
European Parliament		178362315106	Facebook	w019	Week 19	HR	Croatia	5	1	1006191	452391	1346	673
Građani za Mislava Kolakušića	Kolakusic Mislav	374159272978399	Facebook	w019	Week 19	HR	Croatia	16	1	950983	301999	1573	0
pametno.org	pametno.org	144815235686385	Facebook	w019	Week 19	HR	Croatia	20	1	820960	336952	1198	41
MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	w019	Week 19	HR	Croatia	25	1	720885	290550	1910	215
Možemo - politička platforma	Možemo - politička platforma	1064762700374086	Facebook	w019	Week 19	HR	Croatia	14	1	716821	234166	2102	270
Karlo Ressler	HDZ - Hrvatska demokratska zajednica	272201060331942	Facebook	w019	Week 19	HR	Croatia	65	1	695449	183323	3855	74
Valter Flego	Valter Flego	441675022557503	Facebook	w019	Week 19	HR	Croatia	17	1	695428	215366	2468	616
Saša Poljanec-Borić	Hrvatska socijalno liberalna stranka	1914254365351413	Facebook	w019	Week 19	HR	Croatia	14	1	584648	146079	1472	129
Hrvatska narodna stranka - liberalni demokrati (HNS)	Hrvatska narodna stranka - liberalni demokrati (HNS)	139606619434725	Facebook	w019	Week 19	HR	Croatia	15	1	556885	174331	1630	188
Dr. sc. Tomislav Sokol	HDZ - Hrvatska demokratska zajednica	136900153422435	Facebook	w019	Week 19	HR	Croatia	6	1	237192	58348	491	16
Bandić Milan 365 - Stranka rada i solidarnosti		350640391803012	Facebook	w019	Week 19	HR	Croatia	1	1	222220	88888	197	39
Nikolina Brnjac	HDZ - Hrvatska demokratska zajednica	287054392229717	Facebook	w019	Week 19	HR	Croatia	9	1	171914	40626	498	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	w019	Week 19	HR	Croatia	12	1	168216	42307	360	4
Greenpeace Hrvatska	Greenpeace Hrvatska	359170097532754	Facebook	w019	Week 19	HR	Croatia	10	1	162520	58119	436	38
Ivana Nikolić Popović	Nikolić Popović Ivana	160505204050427	Facebook	w019	Week 19	HR	Croatia	5	1	145491	37670	282	0
Jozo Radoš	Jozo Radoš	446717938731095	Facebook	w019	Week 19	HR	Croatia	9	1	143244	31999	746	55
European Greens		141366725876424	Facebook	w019	Week 19	HR	Croatia	6	1	141254	67254	627	130
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	w019	Week 19	HR	Croatia	2	1	129082	58454	230	46
Nova ljevica	Markovina Dragan	706769699498076	Facebook	w019	Week 19	HR	Croatia	6	1	124087	25909	465	44
Marijana Balić	HDZ - Hrvatska demokratska zajednica	1274752085892321	Facebook	w019	Week 19	HR	Croatia	7	1	120129	28651	494	0
Miro Bulj	MOST nezavisnih lista	1252295741481540	Facebook	w019	Week 19	HR	Croatia	3	1	119374	50125	94	0
Joško Klisović	Klisovic Josko	1262594650584725	Facebook	w019	Week 19	HR	Croatia	4	1	114994	25999	395	0
Europski parlament, Ured za informiranje u Republici Hrvatskoj	Europski parlament, Ured za informiranje u Republici Hrvatskoj	508795765833382	Facebook	w019	Week 19	HR	Croatia	7	1	103576	40107	370	0
Sunčana Glavak	HDZ - Hrvatska demokratska zajednica	482597361772021	Facebook	w019	Week 19	HR	Croatia	2	1	99998	19999	176	0
