advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Massimiliano Santini	Massimiliano Ghelfi	389585871653842	Facebook	0_50	0 - 50	IT	Italy	90	1	2145212	654955	8882	0
Annalisa Corrado	ANNALISA CORRADO (mandataria elettorale Serena Drigo)	152120842162775	Facebook	0_50	0 - 50	IT	Italy	109	1	1678648	567228	10757	0
Carmine Pacente	Carmelo Iannicelli	218066501942820	Facebook	0_50	0 - 50	IT	Italy	33	1	1034736	224299	3256	0
Renate Holzeisen	Team Köllensperger	840785932926956	Facebook	0_50	0 - 50	IT	Italy	28	1	1009366	270063	2762	0
Videodrome	Videodrome	1773694896182795	Facebook	0_50	0 - 50	IT	Italy	43	1	972919	232274	4243	0
Deputati PD	Deputati PD	104652392900508	Facebook	0_50	0 - 50	IT	Italy	23	1	968921	199362	2269	0
Partito del Socialismo Europeo	Partito del Socialismo Europeo	1891926127734235	Facebook	0_50	0 - 50	IT	Italy	8	1	957003	433645	789	0
Luciano Nobili	Luciano Nobili	406187203142799	Facebook	0_50	0 - 50	IT	Italy	26	1	820406	181432	2565	0
Greenpeace Italia	Greenpeace Italia	35346524498	Facebook	0_50	0 - 50	IT	Italy	15	1	807464	224299	1480	0
Rosanna Conte	Rosanna Conte - Candidata della Lega	1035757379850845	Facebook	0_50	0 - 50	IT	Italy	140	1	806322	194387	13816	0
Patrizia Toia	Patrizia Ferma Francesca Toia	519219611453854	Facebook	0_50	0 - 50	IT	Italy	24	1	732688	191402	2368	0
Partito Democratico	Partito Democratico	77034286895	Facebook	0_50	0 - 50	IT	Italy	41	1	715724	252212	4046	0
Giuliano Pisapia	Giuliano Pisapia	112352038802143	Facebook	0_50	0 - 50	IT	Italy	14	1	700795	248224	1381	0
Michela Giuffrida	Michela Giuffrida	656848937718109	Facebook	0_50	0 - 50	IT	Italy	32	1	700780	148536	3158	0
Lorenzo Cesa	Lorenzo Cesa	538632706513878	Facebook	0_50	0 - 50	IT	Italy	33	1	700778	172461	3256	0
Matteo Gazzini	Matteo Gazzini	204493693449796	Facebook	0_50	0 - 50	IT	Italy	32	1	697591	161452	3157	0
Corradino Mineo	Danila Tarantino	429319385345	Facebook	0_50	0 - 50	IT	Italy	45	1	695782	159501	4441	0
Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	Dipartimento per le politiche giovanili e il servizio civile universale – Presidenza del Consiglio dei Ministri	353868374653514	Facebook	0_50	0 - 50	IT	Italy	13	1	692824	300063	1282	0
Paola Testori	Paola Testori	658895384568072	Facebook	0_50	0 - 50	IT	Italy	40	1	661893	160498	3947	0
Nicola Caputo	Nicola Caputo	1439514556290274	Facebook	0_50	0 - 50	IT	Italy	30	1	625018	145545	2960	0
Paolo De Castro	Paolo De Castro	441907505922632	Facebook	0_50	0 - 50	IT	Italy	20	1	619047	141558	1973	0
Virginia Puzzolo	Virginia Puzzolo	1950051888380307	Facebook	0_50	0 - 50	IT	Italy	45	1	609052	150529	4441	0
Nicola Clerici europee 2019 M5S	Nicola Clerici	2340174086227422	Facebook	0_50	0 - 50	IT	Italy	19	1	608992	136555	1874	0
Donato Forcillo - candidato Parlamento Europeo M5S - Sardegna/Sicilia	Donato Forcillo	348043952450383	Facebook	0_50	0 - 50	IT	Italy	46	1	608055	144548	4539	0
Lina Novelli Elezioni Europee 2019	Stefano Stefanoni 	525398527864941	Facebook	0_50	0 - 50	IT	Italy	4	1	603112	220312	394	0
