advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Referendum Commission		580832208630212	Facebook	1k_5k	1k - 5k	IE	Ireland	11	1	7384965	3492510	54632	10928
European Parliament		178362315106	Facebook	1k_5k	1k - 5k	IE	Ireland	10	1	5027644	2212249	40209	8043
Luke 'Ming' Flanagan MEP	Luke 'Ming' Flanagan MEP	182354901841834	Facebook	1k_5k	1k - 5k	IE	Ireland	2	1	1999999	1000001	9998	2000
Fine Gael	Fine Gael	264172043210	Facebook	1k_5k	1k - 5k	IE	Ireland	1	1	499999	200000	4999	1000
Department of Foreign Affairs and Trade		449282445418073	Facebook	1k_5k	1k - 5k	IE	Ireland	1	1	499999	200000	4999	1000
Paddy Power		108803784913	Facebook	1k_5k	1k - 5k	IE	Ireland	4	1	330817	136840	3081	616
European Greens	European Greens	141366725876424	Facebook	1k_5k	1k - 5k	IE	Ireland	5	1	324086	159795	5731	1146
Kialo		729627343834501	Facebook	1k_5k	1k - 5k	IE	Ireland	36	1	213635	97600	1657	374
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	1k_5k	1k - 5k	IE	Ireland	2	1	103542	41417	1035	207
Humble Household		1746853745395190	Facebook	1k_5k	1k - 5k	IE	Ireland	8	1	94785	39336	770	154
Nord-Lock Group		504735979920007	Facebook	1k_5k	1k - 5k	IE	Ireland	1	1	61418	30709	355	177
Microsoft Education		171047642947607	Facebook	1k_5k	1k - 5k	IE	Ireland	4	1	43777	17511	389	77
Disney Junior (UK)		212291995464063	Facebook	1k_5k	1k - 5k	IE	Ireland	1	1	37028	18514	214	107
Game of Sultans		185311195624361	Facebook	1k_5k	1k - 5k	IE	Ireland	6	1	35276	14718	505	167
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	1k_5k	1k - 5k	IE	Ireland	3	1	29061	13554	194	38
Web Summit		294067420659309	Facebook	1k_5k	1k - 5k	IE	Ireland	1	1	26002	13001	649	130
Politictee Correct		292246704741314	Facebook	1k_5k	1k - 5k	IE	Ireland	1	1	14683	7342	84	42
Europe Together		140105536131109	Facebook	1k_5k	1k - 5k	IE	Ireland	1	1	14128	7064	70	14
Guardian Weekly		64525551258	Facebook	1k_5k	1k - 5k	IE	Ireland	1	1	11934	4773	27	13
Bikezac - By Cobags		292443537522136	Facebook	1k_5k	1k - 5k	IE	Ireland	1	1	11523	4609	30	15
Wholesome Culture		1664959567149320	Facebook	1k_5k	1k - 5k	IE	Ireland	1	1	8569	4284	38	7
MasterClass		687589164666184	Facebook	1k_5k	1k - 5k	IE	Ireland	2	1	7904	3952	35	7
Matthew Hussey		525275707491504	Facebook	1k_5k	1k - 5k	IE	Ireland	3	1	7519	3007	66	13
Clone Evolution		1345821958781389	Facebook	1k_5k	1k - 5k	IE	Ireland	1	1	5966	2386	106	53
European Youth Event		919232861444360	Facebook	1k_5k	1k - 5k	IE	Ireland	1	1	5428	2714	27	5
