week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	2019-05-06	2019-05-12	DK	Denmark	3335	405	34654830	10769085	329454	81006
w018	Week 18	2019-04-29	2019-05-05	DK	Denmark	2664	388	14254819	4370445	124508	30129
w017	Week 17	2019-04-22	2019-04-28	DK	Denmark	2236	383	10156001	3131304	89423	22503
w016	Week 16	2019-04-15	2019-04-21	DK	Denmark	1887	388	7342833	2338664	73922	18594
w015	Week 15	2019-04-08	2019-04-14	DK	Denmark	1796	487	5255551	1687825	47919	10572
w014	Week 14	2019-04-01	2019-04-07	DK	Denmark	1273	430	4211661	1222517	49136	10436
w013	Week 13	2019-03-25	2019-03-31	DK	Denmark	936	340	4017014	1304711	42747	9612
w012	Week 12	2019-03-18	2019-03-24	DK	Denmark	842	323	3662518	1153469	38688	8372
w011	Week 11	2019-03-11	2019-03-17	DK	Denmark	724	284	3636970	1146153	34403	7560
w010	Week 10	2019-03-04	2019-03-10	DK	Denmark	749	276	4420859	1348314	41237	8570
w009	Week 9	2019-02-25	2019-03-03	DK	Denmark	345	146	1426939	407427	14551	3444
w008	Week 8	2019-02-18	2019-02-24	DK	Denmark	284	96	1114429	333134	8578	1629
w007	Week 7	2019-02-11	2019-02-17	DK	Denmark	237	73	1049463	330693	9212	1724
w006	Week 6	2019-02-04	2019-02-10	DK	Denmark	179	61	857726	266889	6369	1548
w005	Week 5	2019-01-28	2019-02-03	DK	Denmark	192	58	645632	191357	5399	1223
w004	Week 4	2019-01-21	2019-01-27	DK	Denmark	139	49	500304	148017	3359	774
w003	Week 3	2019-01-14	2019-01-20	DK	Denmark	130	48	486857	188689	3697	1145
w002	Week 2	2019-01-07	2019-01-13	DK	Denmark	106	42	416089	118147	3709	747
w001	Week 1	2019-01-01	2019-01-06	DK	Denmark	74	34	187909	56345	1680	265
