day_code_filter	day_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d111	2019-04-21	COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	193	1	21127401	2101691	107228	2109
d111	2019-04-21	Podemos	Unidas Podemos	269212336568846	Facebook	112	1	4620902	2078325	23346	5296
d111	2019-04-21	AMERISOFT SRL		AR573801583431647232	Google	64	1	4112654	409435	422	16
d111	2019-04-21	Πέτρος Κόκκαλης - Petros Kokkalis	Πέτρος Κόκκαλης - Petros Kokkalis	234040963454964	Facebook	16	1	4061984	1785000	15984	3700
d111	2019-04-21	Ciudadanos	Ciudadanos	74078667754	Facebook	419	1	3706249	1020666	43516	833
d111	2019-04-21	Future Innovation SRL		AR474748779908562944	Google	11	1	3149605	314842	12300	211
d111	2019-04-21	COALICION CANARIA		AR489541609348661248	Google	1864	1	3082426	114012	12550	65
d111	2019-04-21	Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	8	1	2899999	290000	26722	449
d111	2019-04-21	Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	59	1	2575773	256045	7386	163
d111	2019-04-21	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	297	1	2500131	218120	3729	87
d111	2019-04-21	Partido Animalista PACMA		AR145115193901318144	Google	3	1	2333333	233333	6722	116
d111	2019-04-21	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	17	1	1747411	744841	3973	873
d111	2019-04-21	PSOE	PSOE	189318235003	Facebook	117	1	1621718	670881	4433	957
d111	2019-04-21	ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	108	1	1530000	151999	13810	363
d111	2019-04-21	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	11	1	1497188	702704	9469	1987
d111	2019-04-21	sp.a	sp.a	57253967150	Facebook	118	1	1402910	592274	6350	1512
d111	2019-04-21	European Commission		107898832590939	Facebook	66	1	1143867	519523	4345	1162
d111	2019-04-21	Kialo		729627343834501	Facebook	14	1	999986	350000	4438	801
d111	2019-04-21	Un país moderno	Unidas Podemos	577723459314066	Facebook	31	1	834282	374956	5755	1140
d111	2019-04-21	Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	15	1	826782	386642	2730	621
d111	2019-04-21	Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	26	1	798238	78714	179	10
d111	2019-04-21	ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	46	1	778080	76407	196	9
d111	2019-04-21	Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	15	1	767496	352500	1597	449
d111	2019-04-21	PSC Partit dels  Socialistes de Catalunya	PSC Partit dels  Socialistes de Catalunya	87930687376	Facebook	19	1	588192	253333	3393	845
d111	2019-04-21	Luke 'Ming' Flanagan MEP	Luke 'Ming' Flanagan MEP	182354901841834	Facebook	3	1	566665	283333	2749	550
d111	2019-04-21	Partido Popular	Partido Popular	72249031214	Facebook	6	1	552498	247500	2540	603
d111	2019-04-21	The Brexit Party	The Brexit Party	230416667843105	Facebook	1	1	499999	200000	5784	1157
d111	2019-04-21	Romania #nuepsd	Future Innovation	293215748279337	Facebook	2	1	499999	233333	420	105
d111	2019-04-21	Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	4	1	491665	229166	760	335
d111	2019-04-21	Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	15	1	486442	220365	1076	303
d111	2019-04-21	Fără Penali în Funcții Publice	Uniunea Salvați România - USR	275621429636078	Facebook	14	1	478329	228333	1662	458
d111	2019-04-21	Venstres Landsorganisation		AR283015942256984064	Google	32	1	410813	37611	18662	343
d111	2019-04-21	Junts per Catalunya	Junts per Catalunya	386166375144833	Facebook	20	1	403641	144454	1677	271
d111	2019-04-21	N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	23	1	400663	160556	1153	284
d111	2019-04-21	Podem	Unides Podem-Esquerra Unida	792238440859918	Facebook	19	1	383615	167405	1247	297
d111	2019-04-21	Ujhelyi István dr.	MSZP	734217673259088	Facebook	27	1	369669	151535	932	331
d111	2019-04-21	CDA Doetinchem		AR453512812329697280	Google	19	1	350000	34705	108	5
d111	2019-04-21	Greenpeace Italia	Greenpeace Italia	35346524498	Facebook	45	1	324390	135488	655	140
d111	2019-04-21	NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	3	1	320023	32002	1555	27
d111	2019-04-21	Compromís	Compromís	194053080624605	Facebook	19	1	306550	125571	1218	248
d111	2019-04-21	Nikos Papandreou	Nikos Papandreou	2245032148843299	Facebook	8	1	301492	60000	742	0
d111	2019-04-21	En Comú Podem	En Comú Podem	463627663844039	Facebook	27	1	289018	129695	1020	255
d111	2019-04-21	Cink, s.r.o.		AR361287976015101952	Google	11	1	282541	28125	90	6
d111	2019-04-21	Mónica Oltra	Compromís	81107269227	Facebook	12	1	263917	123512	612	165
d111	2019-04-21	PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	15	1	256853	115963	1726	320
d111	2019-04-21	SPÖ	SPÖ	77393060080	Facebook	218	1	237009	87665	1894	230
