day_code_filter	day_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d105	2019-04-15	Ciudadanos	Ciudadanos	74078667754	Facebook	303	1	16759697	6443000	115197	21400
d105	2019-04-15	SPD	SPD	47930567748	Facebook	287	1	7265713	2905000	72713	10600
d105	2019-04-15	AMERISOFT SRL		AR573801583431647232	Google	84	1	5355154	531935	672	16
d105	2019-04-15	Partido Popular	Partido Popular	72249031214	Facebook	756	1	5131175	1374750	26117	583
d105	2019-04-15	European Parliament		178362315106	Facebook	354	1	3503683	1503727	17024	3802
d105	2019-04-15	Future Innovation SRL		AR474748779908562944	Google	4	1	2544927	254492	8808	146
d105	2019-04-15	ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	108	1	1530000	151999	13810	363
d105	2019-04-15	Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	17	1	1504983	626000	6017	2092
d105	2019-04-15	COALICION CANARIA		AR489541609348661248	Google	307	1	1478951	100103	5159	65
d105	2019-04-15	Kialo		729627343834501	Facebook	26	1	1315974	473000	6030	1442
d105	2019-04-15	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	99	1	1258128	117557	2195	59
d105	2019-04-15	European Commission		107898832590939	Facebook	66	1	1143867	519523	4345	1162
d105	2019-04-15	ČSSD	ČSSD	111041662264882	Facebook	41	1	1134959	361000	5610	1422
d105	2019-04-15	European Greens	European Greens	141366725876424	Facebook	14	1	1127497	510166	5297	1351
d105	2019-04-15	România în primul rând	Future Innovation	770704223323599	Facebook	23	1	1051075	412666	1249	276
d105	2019-04-15	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	32	1	1005424	485171	2033	514
d105	2019-04-15	Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	5	1	789998	370000	680	340
d105	2019-04-15	ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	49	1	782425	76407	218	9
d105	2019-04-15	Vlaams Belang	Vlaams Belang	56605856504	Facebook	4	1	697915	307291	5571	1114
d105	2019-04-15	Greens/EFA in the European Parliament		150527751674751	Facebook	27	1	676411	293714	1002	189
d105	2019-04-15	sp.a	sp.a	57253967150	Facebook	96	1	652912	254900	2997	675
d105	2019-04-15	Viorel Catarama	Dreapta Liberală - DL	795022763862618	Facebook	5	1	549995	260000	440	84
d105	2019-04-15	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	3	1	533332	249999	1999	400
