day_code_filter	day_label_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d109	2019-04-19	COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	141	1	13347163	1325643	62950	1254
d109	2019-04-19	AMERISOFT SRL		AR573801583431647232	Google	64	1	4112654	409435	422	16
d109	2019-04-19	Partido Popular	Partido Popular	72249031214	Facebook	685	1	3705397	923333	28422	366
d109	2019-04-19	COALICION CANARIA		AR489541609348661248	Google	1792	1	2884807	114012	11562	65
d109	2019-04-19	Podemos	Unidas Podemos	269212336568846	Facebook	74	1	2859003	1279016	14883	3427
d109	2019-04-19	Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	7	1	2733333	273333	21722	366
d109	2019-04-19	Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	52	1	2570314	256045	7359	163
d109	2019-04-19	Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	302	1	2500964	215870	3835	84
d109	2019-04-19	Future Innovation SRL		AR474748779908562944	Google	10	1	2435319	243414	10157	176
d109	2019-04-19	Partido Animalista PACMA		AR145115193901318144	Google	3	1	2333333	233333	6722	116
d109	2019-04-19	Ciudadanos	Ciudadanos	74078667754	Facebook	402	1	2311267	640666	40283	183
d109	2019-04-19	Kialo		729627343834501	Facebook	11	1	2049989	880000	6221	2047
d109	2019-04-19	ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	108	1	1530000	151999	13810	363
d109	2019-04-19	sp.a	sp.a	57253967150	Facebook	123	1	1432454	589092	7008	1617
d109	2019-04-19	Petizioni.it		1410474395723679	Facebook	6	1	1399994	600000	11994	2400
d109	2019-04-19	European Commission		107898832590939	Facebook	66	1	1143867	519523	4345	1162
d109	2019-04-19	ČSSD	ČSSD	111041662264882	Facebook	12	1	1009988	415000	4740	1554
d109	2019-04-19	Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	12	1	898447	352023	8379	1760
d109	2019-04-19	PSOE	PSOE	189318235003	Facebook	29	1	893366	380881	1995	574
d109	2019-04-19	Un país moderno	Unidas Podemos	577723459314066	Facebook	32	1	884281	399956	5879	1165
d109	2019-04-19	Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	26	1	798238	78714	179	10
d109	2019-04-19	Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	11	1	779995	335833	1592	449
d109	2019-04-19	ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	46	1	778080	76407	196	9
d109	2019-04-19	Partido Socialista Europeu	Partido Socialista Europeu	126509981274614	Facebook	5	1	705995	301000	895	100
d109	2019-04-19	Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	9	1	597419	264841	1243	327
