advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	rd4	Last 4 days	263	1	38433247	16636333	177130	43541
European Greens		141366725876424	Facebook	rd4	Last 4 days	123	1	16421015	7223826	94823	22027
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rd4	Last 4 days	133	1	16209403	7127881	23978	5665
FDP	FDP	21289227249	Facebook	rd4	Last 4 days	1987	1	13294875	3915322	151224	6071
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rd4	Last 4 days	1458	1	11489769	3209804	162438	9121
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rd4	Last 4 days	390	1	9382946	3870859	43790	7818
Partito Democratico	Partito Democratico	77034286895	Facebook	rd4	Last 4 days	168	1	7929993	3152408	23690	3892
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rd4	Last 4 days	117	1	7684820	3172959	32653	11076
Parlement européen en France	Parlement européen en France	279757933824	Facebook	rd4	Last 4 days	72	1	6471079	2819999	36190	8844
sp.a	sp.a	57253967150	Facebook	rd4	Last 4 days	213	1	6433624	2450249	28077	5501
SPÖ	SPÖ	77393060080	Facebook	rd4	Last 4 days	621	1	6036646	2007963	54416	8293
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rd4	Last 4 days	230	1	6027668	2025666	19843	956
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rd4	Last 4 days	24	1	5824623	2464214	10045	4293
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	rd4	Last 4 days	36	1	5610967	2391666	10467	2373
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	rd4	Last 4 days	37	1	5598248	2339248	4707	1476
Make.org	Make.org	122037308191612	Facebook	rd4	Last 4 days	20	1	5577474	2511882	26310	5876
CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	rd4	Last 4 days	11	1	5199990	2426666	27456	6433
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	rd4	Last 4 days	170	1	4938659	2071904	40129	7698
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	rd4	Last 4 days	25	1	4779456	2243792	6962	1729
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rd4	Last 4 days	934	1	4674835	1391314	82390	8976
Open Vld	Open Vld	53668151866	Facebook	rd4	Last 4 days	210	1	4616981	1697205	28091	6321
România în primul rând	Future Innovation	770704223323599	Facebook	rd4	Last 4 days	34	1	4382851	1886939	5525	1235
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	rd4	Last 4 days	29	1	4273874	1909836	39860	8827
Centerpartiet	Centerpartiet	12690894340	Facebook	rd4	Last 4 days	249	1	4260023	1467887	54223	13185
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	rd4	Last 4 days	30	1	4236452	1846333	8052	2419
