advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	0_50	0 - 50	DK	Denmark	26	1	578302	122212	1265	250
Niels Fuglsang	Fuglsang Niels Peder Rindum	264009771074617	Facebook	0_50	0 - 50	DK	Denmark	318	1	407167	23996	5173	261
Liberal Alliance	Liberal Alliance	106952222676974	Facebook	0_50	0 - 50	DK	Denmark	136	1	337565	66732	2686	240
Nick Zimmermann - Dansk Folkeparti	Zimmermann Nick	331034483992282	Facebook	0_50	0 - 50	DK	Denmark	23	1	243158	57732	783	130
Mona Juul	Mona Juul	2079067062409423	Facebook	0_50	0 - 50	DK	Denmark	62	1	231896	44489	1558	200
Zetland	Zetland	341299649231023	Facebook	0_50	0 - 50	DK	Denmark	61	1	194412	42740	1250	120
Mellemfolkeligt Samvirke	Mellemfolkeligt Samvirke	5624899398	Facebook	0_50	0 - 50	DK	Denmark	136	1	181850	14495	2355	150
Mark Grossmann	Venstre Odense 1. kreds	393486437446456	Facebook	0_50	0 - 50	DK	Denmark	48	1	161446	30747	820	50
Nicolai Wammen	Socialdemokratiet	1458354184437993	Facebook	0_50	0 - 50	DK	Denmark	96	1	155143	17496	1640	100
FOA	FOA	132344416862423	Facebook	0_50	0 - 50	DK	Denmark	21	1	153696	36491	573	80
Nikolaj Villumsen	Nikolaj Villumsen	529124290474705	Facebook	0_50	0 - 50	DK	Denmark	19	1	149912	56976	951	190
Lars Chr. Lilleholt	Lars Chr. Lilleholt	1408142216156387	Facebook	0_50	0 - 50	DK	Denmark	89	1	137158	12249	1290	30
Morten Østergaard	Radikale Venstre	252520351444054	Facebook	0_50	0 - 50	DK	Denmark	12	1	126953	36239	490	90
Ældre Sagen	Ældre Sagen	126543540781090	Facebook	0_50	0 - 50	DK	Denmark	17	1	123953	23993	593	100
Morten Klessen	Socialdemokratiet i Nordjylland	1039840406189567	Facebook	0_50	0 - 50	DK	Denmark	15	1	121701	26241	714	140
Europa-Parlamentet i Danmark	Europa-Parlamentet i Danmark	128700897207990	Facebook	0_50	0 - 50	DK	Denmark	26	1	115949	31990	1081	200
3F - Danmarks Stærkeste Fagforening	3F - Danmarks Stærkeste Fagforening	109012749124622	Facebook	0_50	0 - 50	DK	Denmark	6	1	91958	22491	226	40
Casper Pedersen	Pedersen Casper	2252326791657399	Facebook	0_50	0 - 50	DK	Denmark	11	1	87207	26240	514	100
Konservativ Ungdom	Konservativ Ungdom	119769598101853	Facebook	0_50	0 - 50	DK	Denmark	5	1	83468	16494	213	40
Alex Vanopslagh	Alex Vanopslagh	671022293105597	Facebook	0_50	0 - 50	DK	Denmark	28	1	81705	20493	886	140
Michael Aastrup Jensen	Jensen Michael Aastrup	389665107805619	Facebook	0_50	0 - 50	DK	Denmark	14	1	79969	17245	406	60
SF	SF	74796954245	Facebook	0_50	0 - 50	DK	Denmark	15	1	79965	29491	714	140
