advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Podemos	Unidas Podemos	269212336568846	Facebook	f	Facebook	ES	Spain	333	1	105257906	47093238	623475	162179
Ciudadanos	Ciudadanos	74078667754	Facebook	f	Facebook	ES	Spain	6207	1	90941126	27824890	882933	68296
Partido Popular	Partido Popular	72249031214	Facebook	f	Facebook	ES	Spain	3644	1	81705686	28165480	585978	61085
PSOE	PSOE	189318235003	Facebook	f	Facebook	ES	Spain	335	1	25710571	10327960	79064	15099
European Parliament		178362315106	Facebook	f	Facebook	ES	Spain	90	1	17599670	7967632	58148	12756
Un país moderno	Unidas Podemos	577723459314066	Facebook	f	Facebook	ES	Spain	64	1	15625066	7059181	84525	17997
Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	f	Facebook	ES	Spain	269	1	11119731	4412000	50431	7100
Greenpeace España	Greenpeace España	133044800622	Facebook	f	Facebook	ES	Spain	172	1	10737799	4054986	35727	4999
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	f	Facebook	ES	Spain	91	1	10205338	4466747	30607	7099
PSC Partit dels  Socialistes de Catalunya	PSC Partit dels  Socialistes de Catalunya	87930687376	Facebook	f	Facebook	ES	Spain	86	1	9657822	4067963	62713	15499
Compromís	Compromís	194053080624605	Facebook	f	Facebook	ES	Spain	77	1	7693634	3104506	29618	5879
Save the Children España	Save the Children España	57845333112	Facebook	f	Facebook	ES	Spain	23	1	7469862	3559942	33876	7599
Apodemia		115927088504184	Facebook	f	Facebook	ES	Spain	22	1	6100935	2739982	2977	200
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	f	Facebook	ES	Spain	4009	1	5763991	579000	397291	100
Fundación Anesvad	Jose Manuel Bran Garcia	131231529742	Facebook	f	Facebook	ES	Spain	236	1	5529683	2116967	43963	8499
En Comú Podem	En Comú Podem	463627663844039	Facebook	f	Facebook	ES	Spain	56	1	5463447	2274752	18939	5000
Kialo		729627343834501	Facebook	f	Facebook	ES	Spain	387	1	5144054	1998340	26800	6668
Ayuda LGTB		315021912539118	Facebook	f	Facebook	ES	Spain	51	1	4994819	2082946	31648	6299
Podem	Unides Podem-Esquerra Unida	792238440859918	Facebook	f	Facebook	ES	Spain	47	1	4297710	1834705	20149	6899
España Ciudadana		349800235527721	Facebook	f	Facebook	ES	Spain	18	1	4220983	1850000	21182	5000
Partido Por un Mundo más Justo · M+J	Partido Por un Mundo más Justo · M+J	147468905314265	Facebook	f	Facebook	ES	Spain	24	1	4118946	1827992	23975	4499
Ingredientes que Suman		586540488142205	Facebook	f	Facebook	ES	Spain	13	1	3664928	1685971	9486	2099
Coalicion Canaria	Coalicion Canaria	1499578240271320	Facebook	f	Facebook	ES	Spain	47	1	3591896	1361980	9152	1399
Mónica Oltra	Compromís	81107269227	Facebook	f	Facebook	ES	Spain	19	1	3556977	1610998	13380	3199
ACNUR Comite español		94118672764	Facebook	f	Facebook	ES	Spain	39	1	3418324	1429805	16052	2598
Respeto LGTB		2315084548728652	Facebook	f	Facebook	ES	Spain	313	1	3279599	1186963	36286	1599
Esquerra Barcelona	Esquerra Barcelona	374070875952519	Facebook	f	Facebook	ES	Spain	30	1	3255970	1433000	15370	3700
Pablo Iglesias	Unidas Podemos	414809308591481	Facebook	f	Facebook	ES	Spain	4	1	3099990	1549997	105495	21099
Partido Socialista Europeo		442423976113917	Facebook	f	Facebook	ES	Spain	33	1	3054953	1311996	5266	500
Avaaz	Avaaz	8340223883	Facebook	f	Facebook	ES	Spain	13	1	3051768	1443019	12282	2512
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	f	Facebook	ES	Spain	63	1	2903646	1169164	7838	1938
Junts per Catalunya	Junts per Catalunya	386166375144833	Facebook	f	Facebook	ES	Spain	38	1	2820316	1046758	10959	1799
Irene Montero	Unidas Podemos	699285113542248	Facebook	f	Facebook	ES	Spain	8	1	2815930	1355969	21291	7199
Stop Cambio Climático		124967441456981	Facebook	f	Facebook	ES	Spain	32	1	2713941	1137986	8067	1499
Amnistía Internacional España		78151799929	Facebook	f	Facebook	ES	Spain	40	1	2606895	1113970	16959	2799
Barcelona en Comú	Barcelona en Comú	247118052078814	Facebook	f	Facebook	ES	Spain	251	1	2568747	583999	36848	2999
WWF España		57973661707	Facebook	f	Facebook	ES	Spain	41	1	2509942	1084991	11458	1899
European Greens		141366725876424	Facebook	f	Facebook	ES	Spain	32	1	2427318	1037726	13994	3123
MÉS per Mallorca	MÉS per Mallorca	183718528322316	Facebook	f	Facebook	ES	Spain	61	1	2414738	665952	10038	999
SOS Colabora		351877478951783	Facebook	f	Facebook	ES	Spain	29	1	2252880	938959	11170	2399
Colores Contra la Violencia		491948314339036	Facebook	f	Facebook	ES	Spain	43	1	1944934	721995	5056	200
Parlamento Europeo - Oficina en España		161616883888862	Facebook	f	Facebook	ES	Spain	17	1	1915970	732995	3682	499
EAJ-PNV	EAJ-PNV	26830001203	Facebook	f	Facebook	ES	Spain	41	1	1883959	841000	10259	2100
Plan International España	Jose Manuel Bran Garcia	366619768708	Facebook	f	Facebook	ES	Spain	38	1	1815948	756993	8861	2099
FORO Asturias	FORO Asturias	157783340940291	Facebook	f	Facebook	ES	Spain	15	1	1719980	746998	5484	999
Izquierda Unida	Izquierda Unida	74858103866	Facebook	f	Facebook	ES	Spain	14	1	1704973	740993	7285	2299
Ana Oramas	Coalicion Canaria	1616759808576461	Facebook	f	Facebook	ES	Spain	44	1	1427896	484982	6355	499
Alberto Garzón Espinosa	Izquierda Unida	180609005365213	Facebook	f	Facebook	ES	Spain	12	1	1359987	584999	11087	2799
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	f	Facebook	ES	Spain	51	1	1318228	616482	2762	605
Gaia		182073298490036	Facebook	f	Facebook	ES	Spain	6	1	1300420	609088	11728	4716
Jorge Azcón	Partido Popular Ayuntamiento de Zaragoza	1005758609559650	Facebook	f	Facebook	ES	Spain	338	1	1284662	300000	33862	100
Podem Illes Balears	Podem Illes Balears	779897522101509	Facebook	f	Facebook	ES	Spain	36	1	1272937	319992	7563	999
Amaya Fernández	PP	486996548359961	Facebook	f	Facebook	ES	Spain	47	1	1237953	300000	6653	500
Runngo Sports		868792226536950	Facebook	f	Facebook	ES	Spain	2	1	1199990	599996	597	99
RefugiadosSOS		550220551831041	Facebook	f	Facebook	ES	Spain	616	1	1126371	132998	61783	199
Greens/EFA in the European Parliament		150527751674751	Facebook	f	Facebook	ES	Spain	50	1	1053499	463958	1341	169
Fernando Clavijo	Coalición Canaria	234189353400425	Facebook	f	Facebook	ES	Spain	33	1	1038967	368000	4067	200
The Bamboo Brush Society		1152885191422950	Facebook	f	Facebook	ES	Spain	34	1	959526	395307	1504	193
PSOE Canarias	PSOE Canarias	271931812851156	Facebook	f	Facebook	ES	Spain	4	1	909996	405000	2096	700
Héctor Illueca Ballester	Unidas Podemos	267663367485459	Facebook	f	Facebook	ES	Spain	18	1	909982	215000	4982	800
Òmnium Cultural		161916260510295	Facebook	f	Facebook	ES	Spain	12	1	905004	421476	4301	786
