advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partit Nazzjonalista	Partit Nazzjonalista	159249234115841	Facebook	rm3	Last 3 months	MT	Malta	14	1	3099985	1289999	26485	6199
Alfred Sant	Alfred Sant	537789116260209	Facebook	rm3	Last 3 months	MT	Malta	28	1	1889971	713999	6871	1299
David Casa	David Casa	193035580892638	Facebook	rm3	Last 3 months	MT	Malta	23	1	1120977	406000	5477	800
Cyrus Engerer	Cyrus Engerer	212468218793878	Facebook	rm3	Last 3 months	MT	Malta	33	1	1019967	231000	3267	0
Joseph Muscat	Partit Laburista	63887949740	Facebook	rm3	Last 3 months	MT	Malta	10	1	957989	411000	12889	2799
Adrian Delia	Partit Nazzjonalista	1442808799090985	Facebook	rm3	Last 3 months	MT	Malta	12	1	900987	359999	3587	599
European Parliament	European Parliament	178362315106	Facebook	rm3	Last 3 months	MT	Malta	15	1	836237	352100	4288	720
Francis Zammit Dimech	Francis Zammit Dimech	117406495021568	Facebook	rm3	Last 3 months	MT	Malta	60	1	724939	178999	6339	99
Michael Briguglio	Michael Briguglio	1040577706078198	Facebook	rm3	Last 3 months	MT	Malta	76	1	723924	171000	7524	0
Alex Agius Saliba	Alex Agius Saliba	656955664383156	Facebook	rm3	Last 3 months	MT	Malta	22	1	568977	181999	2977	199
Robert Micallef for MEP	Robert James Bugeja	2123200014472283	Facebook	rm3	Last 3 months	MT	Malta	36	1	480964	117000	3564	0
Roberta Metsola	Roberta Metsola	406824526101449	Facebook	rm3	Last 3 months	MT	Malta	24	1	430976	113000	2375	0
Roselyn Borg Knight	Roselyn Borg	446487702156732	Facebook	rm3	Last 3 months	MT	Malta	23	1	427976	171999	3476	299
David Stellini	David Stellini	1911257335785088	Facebook	rm3	Last 3 months	MT	Malta	7	1	409992	145000	2693	499
Ian Borg	Ian Borg	151496594943131	Facebook	rm3	Last 3 months	MT	Malta	8	1	409992	115000	792	0
Ralph Puli: Kap tal-Kunsilliera PN f'Hal Qormi	Ralph Puli	312887412236411	Facebook	rm3	Last 3 months	MT	Malta	29	1	346971	71000	3671	200
Josef Caruana	Josef Caruana	166617437361908	Facebook	rm3	Last 3 months	MT	Malta	7	1	319992	99999	1092	99
Lovin Malta	Lovin Malta	1700937210129433	Facebook	rm3	Last 3 months	MT	Malta	5	1	299995	90000	2495	500
European Commission	European Commission	107898832590939	Facebook	rm3	Last 3 months	MT	Malta	21	1	278882	136296	1123	233
Live Communications for MEP Elections May 2019	Stephen Florian	962042630582450	Facebook	rm3	Last 3 months	MT	Malta	14	1	275986	73000	1386	0
Frank Psaila	Frank Psaila	458318884361628	Facebook	rm3	Last 3 months	MT	Malta	11	1	231988	48999	1089	0
Miriam Dalli	Miriam Dalli	277980849002904	Facebook	rm3	Last 3 months	MT	Malta	12	1	220988	62000	1188	0
Peter Agius	Peter Agius	263881160919130	Facebook	rm3	Last 3 months	MT	Malta	6	1	179994	45000	594	0
Friends of the Earth Malta	Friends of the Earth Malta	137236009675929	Facebook	rm3	Last 3 months	MT	Malta	6	1	170994	40000	994	99
European Parliament Office in Malta	European Parliament Office in Malta	116353271736965	Facebook	rm3	Last 3 months	MT	Malta	5	1	160994	34999	494	0
Malta Independent	Malta Independent	480288348662981	Facebook	rm3	Last 3 months	MT	Malta	25	1	134975	33000	2475	0
Romilda Baldacchino Zarb	Romilda Baldacchino Zarb	295310111175191	Facebook	rm3	Last 3 months	MT	Malta	5	1	119994	26999	495	0
Alternattiva Demokratika - The Green Party	Alternattiva Demokratika - The Green Party	309359272432391	Facebook	rm3	Last 3 months	MT	Malta	5	1	119994	26999	494	0
Dr. Anthony Buttigieg	Buttigieg Anthony Emanuel	410157219370162	Facebook	rm3	Last 3 months	MT	Malta	9	1	119991	42000	891	0
Dr. Rebecca Dalli Gonzi		265708320989344	Facebook	rm3	Last 3 months	MT	Malta	3	1	104997	21000	296	0
European Greens	European Greens	141366725876424	Facebook	rm3	Last 3 months	MT	Malta	4	1	104748	37183	770	154
FŻL - Forum Żgħażagħ Laburisti	FŻL - Forum Żgħażagħ Laburisti	40870184668	Facebook	rm3	Last 3 months	MT	Malta	2	1	99998	20000	198	0
Martin Cauchi Inglott II	Martin Cauchi Inglott 	381424722583691	Facebook	rm3	Last 3 months	MT	Malta	2	1	99997	19999	998	200
Joe Sammut	Joe Sammut	433245190070343	Facebook	rm3	Last 3 months	MT	Malta	2	1	99997	20000	997	199
Noel Cassar	Noel Caesar	290329184871610	Facebook	rm3	Last 3 months	MT	Malta	1	1	49999	10000	99	0
Mercieca Michael		2178422028892229	Facebook	rm3	Last 3 months	MT	Malta	1	1	49998	9999	99	0
Kevin Cauchi - Ghajnsielem	Kevin Cauchi	325758517614182	Facebook	rm3	Last 3 months	MT	Malta	7	1	41992	16999	692	0
Anna Azzopardi	Ann Marie Azzopardi	380497969456408	Facebook	rm3	Last 3 months	MT	Malta	3	1	19997	6999	297	0
Tabib Malcolm Paul Galea	Malcolm Paul Galea	558899981162708	Facebook	rm3	Last 3 months	MT	Malta	3	1	19996	6999	297	0
Marion Parnis	Marion Parnis	123892568288417	Facebook	rm3	Last 3 months	MT	Malta	4	1	16996	6000	396	0
Felix Busuttil		1698335456918274	Facebook	rm3	Last 3 months	MT	Malta	4	1	16996	5999	396	0
Sephora Cutajar	Sephora Cutajar	370176067131807	Facebook	rm3	Last 3 months	MT	Malta	5	1	16995	3000	495	0
Party of European Socialists	Party of European Socialists	148097975226385	Facebook	rm3	Last 3 months	MT	Malta	1	1	11056	5528	27	5
Exodus prog		1708791049357843	Facebook	rm3	Last 3 months	MT	Malta	2	1	10998	5000	198	0
Common Sense	Peter Mercieca	144274229676499	Facebook	rm3	Last 3 months	MT	Malta	2	1	9998	2000	198	0
Luke Caruana	Alternattiva Demokratika - The Green Party	289569618166195	Facebook	rm3	Last 3 months	MT	Malta	1	1	9998	4999	98	0
ALDE Party – Liberals and Democrats for Europe	ALDE Party – Liberals and Democrats for Europe	262681199589	Facebook	rm3	Last 3 months	MT	Malta	3	1	9419	3937	18	8
