advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Rädda Barnen		72659261793	Facebook	SE	Sweden	571	1	16222856	5208775	142065	35782
Plan International Sverige		382243262003	Facebook	SE	Sweden	351	1	12545274	4166912	101240	25003
Vattenfall Sverige		608975645850217	Facebook	SE	Sweden	28	1	8720939	3979983	106226	30467
Centerpartiet	Centerpartiet	12690894340	Facebook	SE	Sweden	154	1	5379666	1882934	69203	16445
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	SE	Sweden	33	1	4914961	2070997	54774	14650
EU-kommissionen i Sverige		155824787799	Facebook	SE	Sweden	19	1	4536831	2182925	19658	4759
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	SE	Sweden	129	1	4454867	1189999	46060	12622
European Commission		107898832590939	Facebook	SE	Sweden	16	1	3962834	1753432	33297	9900
Greenpeace Sverige	Greenpeace Sverige	95735961890	Facebook	SE	Sweden	339	1	3147217	857673	20561	4636
Fotografiska Stockholm		142320852554	Facebook	SE	Sweden	10	1	3054990	1331000	2221	500
Facebook Nordic	Facebook	334318366655425	Facebook	SE	Sweden	5	1	3049995	1410000	18613	3750
Liberalerna	Liberalerna	132266740623	Facebook	SE	Sweden	101	1	2929899	977000	15877	4343
Håll Sverige Rent	Håll Sverige Rent	236879092476	Facebook	SE	Sweden	11	1	2599444	1109805	21803	4638
European Parliament		178362315106	Facebook	SE	Sweden	78	1	2580186	1080681	20886	5209
Moderaterna	Moderaterna	7719591155	Facebook	SE	Sweden	108	1	2477891	585999	23021	5621
Röda Korset		111630258867610	Facebook	SE	Sweden	72	1	2452850	650983	11189	3389
Sverige för UNHCR		643137272398136	Facebook	SE	Sweden	93	1	2320798	597978	10594	2759
Feministiskt initiativ	Feministiskt initiativ	112513375470294	Facebook	SE	Sweden	28	1	2128976	821735	16565	6730
Jörgen Warborn EU-kandidat		56002955332	Facebook	SE	Sweden	95	1	2005535	517883	21361	5472
LO Sverige		163820136238	Facebook	SE	Sweden	7	1	1899440	849769	21294	5092
Kristdemokraterna	Kristdemokraterna	115198178364	Facebook	SE	Sweden	70	1	1704930	425000	12365	3472
Skandia		139767876088719	Facebook	SE	Sweden	3	1	1685771	793909	6444	1833
Saco	Saco	133910158381	Facebook	SE	Sweden	36	1	1679896	344986	10229	2435
Kristdemokraterna Stockholm	Kristdemokraterna Stockholm	176875999028086	Facebook	SE	Sweden	93	1	1555906	452999	11780	3463
Sverigedemokraterna Värmlands län		336384546384299	Facebook	SE	Sweden	41	1	1541959	413000	12794	3639
