week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w020	Week 20	2019-05-13	2019-05-13	SK	Slovakia	2022	132	2974500	889268	29327	1490
w019	Week 19	2019-05-06	2019-05-12	SK	Slovakia	2616	181	30413458	10456002	226430	24931
w018	Week 18	2019-04-29	2019-05-05	SK	Slovakia	2681	200	25487167	8802501	171068	14673
w017	Week 17	2019-04-22	2019-04-28	SK	Slovakia	2111	177	12811001	4358506	85123	8581
w016	Week 16	2019-04-15	2019-04-21	SK	Slovakia	868	204	5476026	1788662	29840	3048
w015	Week 15	2019-04-08	2019-04-14	SK	Slovakia	887	273	4394746	1466856	21063	1842
w014	Week 14	2019-04-01	2019-04-07	SK	Slovakia	737	271	3879280	1167571	20643	1858
w013	Week 13	2019-03-25	2019-03-31	SK	Slovakia	488	195	2723154	949023	17328	1938
w012	Week 12	2019-03-18	2019-03-24	SK	Slovakia	444	170	3789260	1443297	18039	1888
w011	Week 11	2019-03-11	2019-03-17	SK	Slovakia	279	112	2063975	781972	9479	1012
w010	Week 10	2019-03-04	2019-03-10	SK	Slovakia	295	90	1883653	724285	9659	1020
w009	Week 9	2019-02-25	2019-03-03	SK	Slovakia	173	60	917057	265863	5460	258
w008	Week 8	2019-02-18	2019-02-24	SK	Slovakia	117	50	516262	183668	2129	171
w007	Week 7	2019-02-11	2019-02-17	SK	Slovakia	94	37	397589	143303	1808	126
w006	Week 6	2019-02-04	2019-02-10	SK	Slovakia	83	33	519483	179848	1972	166
w005	Week 5	2019-01-28	2019-02-03	SK	Slovakia	87	30	511874	149637	1657	116
w004	Week 4	2019-01-21	2019-01-27	SK	Slovakia	55	22	198511	69150	851	90
w003	Week 3	2019-01-14	2019-01-20	SK	Slovakia	67	23	217328	97469	1475	144
w002	Week 2	2019-01-07	2019-01-13	SK	Slovakia	54	26	315610	142656	1222	75
w001	Week 1	2019-01-01	2019-01-06	SK	Slovakia	29	15	156860	53265	275	29
