audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	HR	Croatia	2575	694	5874860	2222477	19866	2412
m18_24	male (18-24)	HR	Croatia	2340	629	4720655	1743649	15215	1898
f25_34	female (25-34)	HR	Croatia	2742	707	4555484	1825837	14267	2053
m35_44	male (35-44)	HR	Croatia	2529	679	4262319	1556450	14979	1571
f18_24	female (18-24)	HR	Croatia	2472	639	3960458	1503446	11779	1557
f35_44	female (35-44)	HR	Croatia	2687	689	3798562	1488685	12404	1641
m45_54	male (45-54)	HR	Croatia	2435	651	3225262	1086725	12104	958
f45_54	female (45-54)	HR	Croatia	2586	664	2905678	1043884	10230	1038
f55_64	female (55-64)	HR	Croatia	2012	617	2175951	700308	8876	555
m55_64	male (55-64)	HR	Croatia	1928	608	1792759	549862	7416	350
f65_	female (65+)	HR	Croatia	1756	553	1191039	379732	5219	342
m65_	male (65+)	HR	Croatia	1690	541	1022341	321685	4447	245
f13_17	female (13-17)	HR	Croatia	359	129	242463	88776	471	17
m13_17	male (13-17)	HR	Croatia	335	123	168533	64966	402	18
u25_34	unknown (25-34)	HR	Croatia	2279	614	131890	50475	434	52
u35_44	unknown (35-44)	HR	Croatia	2294	612	106075	39452	383	44
u45_54	unknown (45-54)	HR	Croatia	2056	559	33824	11869	152	14
u18_24	unknown (18-24)	HR	Croatia	1670	484	14392	5377	51	7
u65_	unknown (65+)	HR	Croatia	1333	461	11195	3666	48	3
u55_64	unknown (55-64)	HR	Croatia	1379	491	8511	2723	34	2
u13_17	unknown (13-17)	HR	Croatia	184	90	514	210	1	0
