advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	rd2	Last 2 days	LU	Luxembourg	2	1	59997	14999	197	0
déi jonk gréng	Déi jonk gréng	197451906960613	Facebook	rd2	Last 2 days	LU	Luxembourg	3	1	57663	13333	264	0
DP - Demokratesch Partei	DP - Demokratesch Partei	280875378609326	Facebook	rd2	Last 2 days	LU	Luxembourg	4	1	43330	8666	264	0
LSAP	Lëtzebuerger Sozialistesch Aarbechterpartei	47216059667	Facebook	rd2	Last 2 days	LU	Luxembourg	4	1	15939	3000	390	0
Wee2050 / Nee2015	Wee2050 / Nee2015	889354561125041	Facebook	rd2	Last 2 days	LU	Luxembourg	3	1	12663	4333	263	0
déi Lénk	déi Lénk	120444648033670	Facebook	rd2	Last 2 days	LU	Luxembourg	2	1	5997	999	197	0
Gary Diderich	Gary Diderich	73144437219	Facebook	rd2	Last 2 days	LU	Luxembourg	2	1	5993	1000	197	0
Friddens- a Solidaritéitsplattform	Gary Diderich	110747949801520	Facebook	rd2	Last 2 days	LU	Luxembourg	1	1	4999	1000	99	0
CSV	CSV	56016549775	Facebook	rd2	Last 2 days	LU	Luxembourg	2	1	3998	666	132	0
ADR  - Alternativ Demokratesch Reformpartei	ADR	115916035102253	Facebook	rd2	Last 2 days	LU	Luxembourg	1	1	3332	666	66	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	rd2	Last 2 days	LU	Luxembourg	1	1	1229	614	3	0
European Commission	European Commission	107898832590939	Facebook	rd2	Last 2 days	LU	Luxembourg	2	1	1114	557	2	0
déi gréng	déi gréng	21710789873	Facebook	rd2	Last 2 days	LU	Luxembourg	1	1	998	0	99	0
Socialists and Democrats Group in the European Parliament	Socialists and Democrats Group in the European Parliament	127925800618165	Facebook	rd2	Last 2 days	LU	Luxembourg	2	1	241	56	0	0
Greens/EFA in the European Parliament	Greens/EFA in the European Parliament	150527751674751	Facebook	rd2	Last 2 days	LU	Luxembourg	1	1	51	25	0	0
Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	rd2	Last 2 days	LU	Luxembourg	1	1	28	5	0	0
CDH liste à la Chambre province de Liège	CDH - Centre Démocrate Humaniste	268478507423505	Facebook	rd2	Last 2 days	LU	Luxembourg	3	1	27	5	0	0
Rainer Keller	Rainer Keller	2324783081132960	Facebook	rd2	Last 2 days	LU	Luxembourg	1	1	2	0	0	0
