week_code_filter	week_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w013	Week 13	HR	Croatia	HSLS Split		436749753018950	Facebook	1	1	199998	99999	444	89
w013	Week 13	HR	Croatia	Ivan Prskalo - Kandidat Mosta za EU Izbore		413937162730005	Facebook	2	1	149997	60000	176	0
w013	Week 13	HR	Croatia	Ruža Tomašić		1434305366791182	Facebook	5	1	138329	28666	329	0
w013	Week 13	HR	Croatia	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	11	1	87049	40124	117	55
w013	Week 13	HR	Croatia	MakeUp Eraser Croatia		130338117828161	Facebook	2	1	33332	6666	66	0
w013	Week 13	HR	Croatia	Electrolux Hrvatska		1229501663771543	Facebook	2	1	33252	16626	22	0
w013	Week 13	HR	Croatia	Zoran Bahtijarević		2195720960680577	Facebook	2	1	30072	15036	97	19
w013	Week 13	HR	Croatia	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	5	1	27338	12879	159	31
w013	Week 13	HR	Croatia	Dominik Vuletić		1858121814431190	Facebook	2	1	22717	4543	40	0
w013	Week 13	HR	Croatia	Ranko Ostojić		414575348695604	Facebook	5	1	22186	5538	87	0
w013	Week 13	HR	Croatia	Kialo		729627343834501	Facebook	8	1	21330	9332	282	66
w013	Week 13	HR	Croatia	Euractiv Hrvatska		241773003204028	Facebook	2	1	19983	9992	197	0
w013	Week 13	HR	Croatia	Wholesome Culture		1664959567149320	Facebook	2	1	15199	6591	31	6
w013	Week 13	HR	Croatia	Nova ljevica	Markovina Dragan	706769699498076	Facebook	1	1	12499	2499	22	0
w013	Week 13	HR	Croatia	Climate-KIC		403370709744295	Facebook	1	1	10859	4343	25	12
w013	Week 13	HR	Croatia	Europeana.eu		10261403667	Facebook	2	1	10574	4656	8	1
w013	Week 13	HR	Croatia	Erasmus Student Network		25226723130	Facebook	2	1	6679	3339	3	0
w013	Week 13	HR	Croatia	The Epoch		218371925673146	Facebook	2	1	6393	1278	20	0
w013	Week 13	HR	Croatia	Energetska Rješenja		1954931291288079	Facebook	2	1	6370	2916	111	0
w013	Week 13	HR	Croatia	Party of European Socialists	Party of European Socialists	148097975226385	Facebook	1	1	6363	3181	63	0
w013	Week 13	HR	Croatia	Klik 4 - B2B promotivni artikli		1385141398412929	Facebook	1	1	6363	3181	56	0
w013	Week 13	HR	Croatia	Hns Osječko-baranjska Županija		208799152545268	Facebook	2	1	5498	1000	132	0
w013	Week 13	HR	Croatia	Mladen Novak - kandidat za EP		270846540028647	Facebook	1	1	4999	1000	88	0
w013	Week 13	HR	Croatia	Željana Zovko		1203134436474667	Facebook	1	1	4999	1000	88	0
w013	Week 13	HR	Croatia	Nacionalni Portal		2081777548773198	Facebook	1	1	4999	1000	99	0
