advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	day_code_filter	day_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	d015	2019-01-15	414	1	1832430	395191	25882	2807
People's Vote UK	People's Vote	748608695327755	Facebook	d015	2019-01-15	98	1	728793	269842	9146	1637
Best For Britain	Best for Britain	1863944713844924	Facebook	d015	2019-01-15	63	1	682113	314551	6720	1558
Kialo		729627343834501	Facebook	d015	2019-01-15	1	1	499999	200000	4449	890
The Labour Party	The Labour Party	25749647410	Facebook	d015	2019-01-15	2	1	499999	200000	5784	1157
Fibrenew International		108329495874655	Facebook	d015	2019-01-15	1	1	499999	200000	8900	4450
We are the 52%	We are the 52%	466744973727718	Facebook	d015	2019-01-15	14	1	309465	92537	889	88
The Week UK	The Week	177855115588808	Facebook	d015	2019-01-15	2	1	249998	110000	691	115
Greenpeace France		39435457457	Facebook	d015	2019-01-15	4	1	204996	71000	796	100
Plan International Sverige		382243262003	Facebook	d015	2019-01-15	79	1	157129	58904	1458	381
Leave Means Leave	Leave Means Leave	1705780739687918	Facebook	d015	2019-01-15	9	1	128330	26666	1250	231
CIWF Italia		576664002355828	Facebook	d015	2019-01-15	1	1	99999	50000	499	100
COP23		1812087282376505	Facebook	d015	2019-01-15	1	1	90909	45454	40	8
InFacts	InFacts	678120165658753	Facebook	d015	2019-01-15	11	1	88747	19625	575	72
European Commission		107898832590939	Facebook	d015	2019-01-15	4	1	86666	41333	439	106
Alex Salmond	Slainte Media	136191876445102	Facebook	d015	2019-01-15	2	1	83332	41666	249	38
WeWorld Onlus		299584710061488	Facebook	d015	2019-01-15	9	1	75942	19333	408	2
Scientists for EU	Scientists for EU	642444842524195	Facebook	d015	2019-01-15	2	1	74999	30000	345	57
Roberta Metsola		406824526101449	Facebook	d015	2019-01-15	5	1	73054	29472	716	123
London Labour Party	The London Labour Party 	474613052643462	Facebook	d015	2019-01-15	7	1	59881	24607	241	68
Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	d015	2019-01-15	2	1	54998	12500	634	115
Peter Taylor - Mayor of Watford	Elected Mayor of Watford 	1840967549564053	Facebook	d015	2019-01-15	2	1	50998	10200	137	0
Progress	Progress Ltd	160136337364839	Facebook	d015	2019-01-15	7	1	50497	12250	343	0
Another Europe Is Possible	Another Europe is Possible	1652149835054791	Facebook	d015	2019-01-15	2	1	49999	10000	345	57
Les énergies renouvelables		375585826133048	Facebook	d015	2019-01-15	1	1	49999	10000	499	100
