advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	35_44	35-44	HU	Hungary	66	1	4600382	2168973	9344	4187
Fidesz	Fidesz	9844779306	Facebook	35_44	35-44	HU	Hungary	93	1	2644795	1235025	8321	4055
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	35_44	35-44	HU	Hungary	87	1	2487828	1034072	1890	547
European Parliament		178362315106	Facebook	35_44	35-44	HU	Hungary	76	1	2115248	962186	7162	2237
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	35_44	35-44	HU	Hungary	157	1	1986454	720265	4032	1396
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	35_44	35-44	HU	Hungary	63	1	1745077	755289	1293	443
Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	35_44	35-44	HU	Hungary	97	1	1341443	574264	3207	1249
MSZP	MSZP	115388925185513	Facebook	35_44	35-44	HU	Hungary	96	1	1327106	535387	1815	683
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	35_44	35-44	HU	Hungary	61	1	861785	371158	1446	521
European Greens		141366725876424	Facebook	35_44	35-44	HU	Hungary	43	1	703516	296253	2222	699
Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	35_44	35-44	HU	Hungary	26	1	673061	285058	1273	571
Mi Hazánk Mozgalom	Mi Hazánk Mozgalom	620030171664750	Facebook	35_44	35-44	HU	Hungary	29	1	640951	264535	1115	377
Vágó Gábor	LMP - Lehet Más a Politika	453253875264	Facebook	35_44	35-44	HU	Hungary	39	1	580242	246341	996	304
Greenpeace Magyarország		35634348348	Facebook	35_44	35-44	HU	Hungary	98	1	565491	222258	2403	80
Kialo		729627343834501	Facebook	35_44	35-44	HU	Hungary	304	1	540912	221344	3261	870
Cseh Katalin - Momentum	Momentum Mozgalom	682448271826776	Facebook	35_44	35-44	HU	Hungary	33	1	442202	155864	1339	517
Ökopolisz Alapítvány	Ökopolisz Alapítvány	244669668913278	Facebook	35_44	35-44	HU	Hungary	14	1	430076	209224	1068	504
Jakab Péter	Országgyűlés Hivatala Jobbik Frakció	781150971947219	Facebook	35_44	35-44	HU	Hungary	16	1	373034	141330	650	233
Dúró Dóra		191946490841225	Facebook	35_44	35-44	HU	Hungary	29	1	335916	131925	835	301
Demeter Márta	LMP - Lehet Más a Politika	1372750529476614	Facebook	35_44	35-44	HU	Hungary	23	1	330780	135639	515	127
Clear-Lights.net		275503246276066	Facebook	35_44	35-44	HU	Hungary	40	1	250040	89824	1626	177
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	35_44	35-44	HU	Hungary	32	1	249741	93983	424	97
Bana Tibor	Országgyűlés Hivatala Jobbik Frakció	184890488198962	Facebook	35_44	35-44	HU	Hungary	32	1	236223	88826	275	111
Rosatom Global		1828572300805912	Facebook	35_44	35-44	HU	Hungary	12	1	234038	100302	2102	604
Ádám Kósa Mep	Adam Kosa, Member of the European Parliament	237088069704442	Facebook	35_44	35-44	HU	Hungary	11	1	222230	94745	550	247
Ujhelyi István dr.	MSZP	734217673259088	Facebook	35_44	35-44	HU	Hungary	30	1	197867	78441	494	185
Z. Kárpát Dániel	Országgyűlés Hivatala Jobbik Frakció	208726209161904	Facebook	35_44	35-44	HU	Hungary	7	1	195975	95594	353	134
Gyurcsány Ferenc	Demokratikus Koalíció	187301974635606	Facebook	35_44	35-44	HU	Hungary	21	1	192279	76520	314	87
Morvai Krisztina		282077899700	Facebook	35_44	35-44	HU	Hungary	5	1	187955	92470	299	92
Dr. Brenner Koloman	Országgyűlés Hivatala Jobbik Frakció	180924612473518	Facebook	35_44	35-44	HU	Hungary	21	1	186420	74448	341	135
PestiSracok.hu	PestiSrácok.hu	264517713636590	Facebook	35_44	35-44	HU	Hungary	28	1	184532	43436	591	127
Erepublik		26897053321	Facebook	35_44	35-44	HU	Hungary	4	1	165486	81109	818	160
Toroczkai László		151665991681369	Facebook	35_44	35-44	HU	Hungary	12	1	163570	71080	169	49
Itthonról Otthonra		795559303924823	Facebook	35_44	35-44	HU	Hungary	1	1	163486	81743	101	50
Novák Előd		112879632128020	Facebook	35_44	35-44	HU	Hungary	5	1	149800	61671	302	137
Sneider Tamás	Országgyűlés Hivatala Jobbik Frakció	329107800543535	Facebook	35_44	35-44	HU	Hungary	26	1	141131	56761	301	115
Erdős Norbert		225260807491081	Facebook	35_44	35-44	HU	Hungary	1	1	129666	64833	648	129
MSZP Budapest	MSZP Budapest	414715951917446	Facebook	35_44	35-44	HU	Hungary	44	1	115060	24371	298	69
Karácsony Gergely	Párbeszéd Magyarországért	193944440638410	Facebook	35_44	35-44	HU	Hungary	19	1	114395	43615	196	45
Európai Parlament Tájékoztatási Irodája	Európai Parlament Tájékoztatási Irodája	126893087354793	Facebook	35_44	35-44	HU	Hungary	23	1	113197	35233	123	37
Jávor Benedek	Párbeszéd Magyarországért	131797633528377	Facebook	35_44	35-44	HU	Hungary	22	1	112536	42442	330	55
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	35_44	35-44	HU	Hungary	60	1	102413	46110	286	63
Dr. Lukács László György	Országgyűlés Hivatala Jobbik Frakció	490006464353222	Facebook	35_44	35-44	HU	Hungary	13	1	95796	32345	159	59
Solar Express KFT		721976974593091	Facebook	35_44	35-44	HU	Hungary	8	1	93080	31199	222	44
Budapest 10-es Választókerület		757956501234552	Facebook	35_44	35-44	HU	Hungary	24	1	89683	26976	211	44
