advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Приоритети	БЗНС	1163987410423594	Facebook	rd4	Last 4 days	BG	Bulgaria	26	1	1120519	333958	2249	0
Демократична България	Демократична България	995342840629890	Facebook	rd4	Last 4 days	BG	Bulgaria	10	1	1108418	449027	1847	414
Лиляна Павлова	Лиляна Павлова	119576588238010	Facebook	rd4	Last 4 days	BG	Bulgaria	32	1	449297	126522	1934	0
Стефан Тафров	Стефан Тафров	233810563693016	Facebook	rd4	Last 4 days	BG	Bulgaria	11	1	397331	171912	1552	177
Valeri Simeonov		1967166133516609	Facebook	rd4	Last 4 days	BG	Bulgaria	5	1	380171	155508	766	90
Движение ВОЛЯ		289082018098560	Facebook	rd4	Last 4 days	BG	Bulgaria	1	1	343333	171666	171	34
Радан Кънев	Радан Кънев	1461853244069926	Facebook	rd4	Last 4 days	BG	Bulgaria	11	1	278467	119019	1033	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rd4	Last 4 days	BG	Bulgaria	22	1	271724	86048	595	9
Път на младите	Път на младите	2051476654950711	Facebook	rd4	Last 4 days	BG	Bulgaria	4	1	216862	106994	534	74
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	rd4	Last 4 days	BG	Bulgaria	7	1	209545	81892	224	39
Кристиян Шкварек	Oblakov Nikolay	651747871952382	Facebook	rd4	Last 4 days	BG	Bulgaria	11	1	184600	43810	620	0
Ваня Григорова - независим кандидат за евродепутат	Vanya Grigorova 	344617396401957	Facebook	rd4	Last 4 days	BG	Bulgaria	6	1	175689	46946	468	0
Партия на ЗЕЛЕНИТЕ	Mitrakiev Boyan	1438204226503681	Facebook	rd4	Last 4 days	BG	Bulgaria	10	1	167974	33595	431	0
European Greens		141366725876424	Facebook	rd4	Last 4 days	BG	Bulgaria	9	1	161987	72187	737	159
Росен Богомилов	Ivanov Hristo	1183492355137046	Facebook	rd4	Last 4 days	BG	Bulgaria	5	1	139505	29401	404	0
За Петър Чобанов	Chobanov Petar	762986410409232	Facebook	rd4	Last 4 days	BG	Bulgaria	16	1	137702	31757	897	0
informo.bg	informo.bg	262524054082832	Facebook	rd4	Last 4 days	BG	Bulgaria	4	1	110852	22170	195	0
Българска Социалистическа Партия	Българска Социалистическа Партия	1367672173297067	Facebook	rd4	Last 4 days	BG	Bulgaria	5	1	93852	21041	423	0
Веселин Марешки		427091487494895	Facebook	rd4	Last 4 days	BG	Bulgaria	1	1	87574	43787	388	77
ALDE Group – Liberals and Democrats in the European Parliament	ALDE Group in the European Parliament. 	123910440019	Facebook	rd4	Last 4 days	BG	Bulgaria	5	1	49312	21947	218	40
Петър Клисаров		2041389956077700	Facebook	rd4	Last 4 days	BG	Bulgaria	2	1	48666	12131	159	0
Тома Белев/ Toma Belev	Ivanov Hristo	772069009528514	Facebook	rd4	Last 4 days	BG	Bulgaria	1	1	48522	9704	96	0
Бареков и Байрактаров без цензура - ТВ предаване		405986069871245	Facebook	rd4	Last 4 days	BG	Bulgaria	2	1	31491	12632	36	0
Консерваторъ	Oblakov Nikolay	1840027882991452	Facebook	rd4	Last 4 days	BG	Bulgaria	1	1	30426	6085	60	0
Централна Избирателна Комисия		136255256529200	Facebook	rd4	Last 4 days	BG	Bulgaria	1	1	27899	5579	55	0
