age_code_filter	age_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
13_17	13-17	CY	Cyprus	Δημοκρατικός Συναγερμός	Δημοκρατικός Συναγερμός	64330641883	Facebook	5	1	46971	9320	159	0
13_17	13-17	CY	Cyprus	European Parliament		178362315106	Facebook	5	1	38273	18827	80	5
13_17	13-17	CY	Cyprus	European Commission		107898832590939	Facebook	3	1	13970	6985	39	9
13_17	13-17	CY	Cyprus	Δρ. ΕΛΕΝΗ ΘΕΟΧΑΡΟΥΣ - Dr. ELENI THEOCHAROUS		46620712083	Facebook	1	1	13279	2655	26	0
13_17	13-17	CY	Cyprus	ΑΚΕΛ - AKEL	ΑΚΕΛ - AKEL	117799504920552	Facebook	42	1	13222	3473	55	0
13_17	13-17	CY	Cyprus	VICE Greece		187580104777775	Facebook	8	1	12867	4538	18	0
13_17	13-17	CY	Cyprus	Give A Vote		2186129244970085	Facebook	1	1	9388	3755	9	1
13_17	13-17	CY	Cyprus	γυρίζουμε		278308089460720	Facebook	6	1	3992	1794	24	5
13_17	13-17	CY	Cyprus	Council of Europe - Directorate General Human Rights and Rule of Law		315160671967064	Facebook	9	1	3664	1620	6	0
13_17	13-17	CY	Cyprus	Takis Hadjigeorgiou		610639632353466	Facebook	3	1	2705	541	13	0
13_17	13-17	CY	Cyprus	Tuunes		992176580926495	Facebook	6	1	2592	558	11	0
13_17	13-17	CY	Cyprus	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	5	1	2558	1108	18	3
13_17	13-17	CY	Cyprus	Council of the European Union		147547541961576	Facebook	3	1	1098	543	3	0
13_17	13-17	CY	Cyprus	European Youth		130456876990360	Facebook	1	1	851	425	2	0
13_17	13-17	CY	Cyprus	Μαρία Παστελλά		408568246617951	Facebook	3	1	848	169	2	0
13_17	13-17	CY	Cyprus	Ανεξάρτητη Φοιτητική ΕΠΑΛΞΗ Πανεπιστημίου Κύπρου		579252218763659	Facebook	1	1	463	231	4	0
13_17	13-17	CY	Cyprus	Wageningen University & Research		128618593840392	Facebook	1	1	330	66	0	0
13_17	13-17	CY	Cyprus	CityChannel		2074154366187575	Facebook	1	1	309	154	3	0
13_17	13-17	CY	Cyprus	ScribersHive		722350287934296	Facebook	1	1	302	151	0	0
13_17	13-17	CY	Cyprus	eToro		193863317737	Facebook	10	1	201	84	0	0
13_17	13-17	CY	Cyprus	Great		267772723892978	Facebook	1	1	187	93	0	0
13_17	13-17	CY	Cyprus	Break The Machine Ltd		455248978191768	Facebook	1	1	183	91	2	0
13_17	13-17	CY	Cyprus	Beauty Rocks		173264539864995	Facebook	1	1	167	33	3	0
13_17	13-17	CY	Cyprus	Χάρης Αντωνίου/Εγγεγραμμένος Εκπαιδευτικός  Σχολικός Ψυχολόγος		1171523046211155	Facebook	2	1	156	0	15	0
13_17	13-17	CY	Cyprus	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	2	1	140	40	0	0
