advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	rd2	Last 2 days	97	1	7609430	3304627	11018	2652
FDP	FDP	21289227249	Facebook	rd2	Last 2 days	1680	1	7030507	2050622	80701	2916
Make.org	Make.org	122037308191612	Facebook	rd2	Last 2 days	25	1	6015615	2893359	25686	5944
European Greens		141366725876424	Facebook	rd2	Last 2 days	105	1	6004201	2653916	33282	7689
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	rd2	Last 2 days	742	1	5431061	1576465	64731	4455
Partito Democratico		77034286895	Facebook	rd2	Last 2 days	130	1	4344354	1826041	13302	2379
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rd2	Last 2 days	115	1	3703918	1514460	13757	3756
SPÖ	SPÖ	77393060080	Facebook	rd2	Last 2 days	600	1	3307206	1009899	32042	4614
Parlement européen en France	Parlement européen en France	279757933824	Facebook	rd2	Last 2 days	72	1	3257482	1378750	18107	4525
sp.a	sp.a	57253967150	Facebook	rd2	Last 2 days	192	1	3057812	1096491	12658	2270
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	rd2	Last 2 days	37	1	2939765	1240888	2376	738
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	rd2	Last 2 days	113	1	2663856	1094547	16259	3270
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	rd2	Last 2 days	192	1	2655593	1186899	10990	2182
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	rd2	Last 2 days	854	1	2390707	715289	43507	4555
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	rd2	Last 2 days	168	1	2265274	1007027	21066	3916
România în primul rând	Future Innovation	770704223323599	Facebook	rd2	Last 2 days	32	1	2164560	948390	2654	608
Open Vld	Open Vld	53668151866	Facebook	rd2	Last 2 days	191	1	2150588	835623	13199	3261
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	rd2	Last 2 days	20	1	2131196	914959	4141	1759
Centerpartiet	Centerpartiet	12690894340	Facebook	rd2	Last 2 days	221	1	2096662	720171	27053	6349
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rd2	Last 2 days	165	1	2072355	614714	8010	203
CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	rd2	Last 2 days	7	1	1986359	798181	5677	2240
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	rd2	Last 2 days	30	1	1935475	855079	4330	1135
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	rd2	Last 2 days	10	1	1928356	881680	7037	1828
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	rd2	Last 2 days	159	1	1899907	651960	31424	8101
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	rd2	Last 2 days	14	1	1787566	777060	3063	679
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	rd2	Last 2 days	11	1	1741103	774444	3764	997
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	rd2	Last 2 days	1294	1	1721648	365491	45384	1035
DIE LINKE	DIE LINKE	47694585682	Facebook	rd2	Last 2 days	214	1	1715926	560069	10418	497
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	rd2	Last 2 days	30	1	1656681	660033	1849	588
Die Grünen	Die Grünen	21759893033	Facebook	rd2	Last 2 days	59	1	1539454	543135	14665	2888
Valmyndigheten	Valmyndigheten	1737852076287450	Facebook	rd2	Last 2 days	51	1	1474951	506560	12731	3111
Groen	Groen	84920854319	Facebook	rd2	Last 2 days	144	1	1448856	471228	9660	938
