audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	SK	Slovakia	5592	806	20202267	7061468	118299	13888
m18_24	male (18-24)	SK	Slovakia	4851	744	14260476	5081695	78795	9188
m35_44	male (35-44)	SK	Slovakia	5645	791	13162303	4467398	88389	9100
f25_34	female (25-34)	SK	Slovakia	6210	815	13105633	4706647	75527	9078
f18_24	female (18-24)	SK	Slovakia	4966	750	12173573	4477151	60595	7630
f35_44	female (35-44)	SK	Slovakia	6063	798	10089252	3492622	65160	6992
f45_54	female (45-54)	SK	Slovakia	5772	754	7384804	2418641	55238	4749
f55_64	female (55-64)	SK	Slovakia	4777	705	6824667	2060442	59618	3656
m45_54	male (45-54)	SK	Slovakia	5306	741	6673102	2198067	51048	4584
m55_64	male (55-64)	SK	Slovakia	4392	699	3788726	1171132	33014	2128
f65_	female (65+)	SK	Slovakia	4054	628	3704002	1095591	33656	1912
m65_	male (65+)	SK	Slovakia	3695	623	2315946	706855	19485	1237
f13_17	female (13-17)	SK	Slovakia	464	150	434731	167091	1735	83
m13_17	male (13-17)	SK	Slovakia	442	147	313514	116932	1418	90
u35_44	unknown (35-44)	SK	Slovakia	4290	701	169852	57042	1074	130
u25_34	unknown (25-34)	SK	Slovakia	4211	698	140808	48165	883	103
u45_54	unknown (45-54)	SK	Slovakia	3472	627	40396	13405	281	32
u18_24	unknown (18-24)	SK	Slovakia	3085	589	31174	10720	192	19
u65_	unknown (65+)	SK	Slovakia	2279	531	22471	7083	154	13
u55_64	unknown (55-64)	SK	Slovakia	2321	555	15312	4816	102	10
u13_17	unknown (13-17)	SK	Slovakia	280	112	1279	462	7	0
