impression_code_filter	impression_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
5k_10k	5k - 10k	AT	Austria	SPÖ	SPÖ	77393060080	Facebook	127	1	1269806	634966	12972	100
5k_10k	5k - 10k	AT	Austria	Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	76	1	759758	379917	9922	600
5k_10k	5k - 10k	AT	Austria	Claudia Gamon	NEOS	447992848717452	Facebook	46	1	459953	229999	4553	0
5k_10k	5k - 10k	AT	Austria	Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	40	1	399958	199999	3959	0
5k_10k	5k - 10k	AT	Austria	Harald Vilimsky		547597092025909	Facebook	27	1	269964	134995	2672	0
5k_10k	5k - 10k	AT	Austria	Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	21	1	209979	105000	2079	0
5k_10k	5k - 10k	AT	Austria	Pamela Rendi-Wagner	SPÖ-Parlamentsklub	1673371229636129	Facebook	22	1	202535	101277	2005	0
5k_10k	5k - 10k	AT	Austria	kontrast.at	kontrast.at	1079650008770485	Facebook	19	1	189980	94999	2280	100
5k_10k	5k - 10k	AT	Austria	European Parliament		178362315106	Facebook	19	1	179979	89998	1781	0
5k_10k	5k - 10k	AT	Austria	Wirtschaftskammer		125946327466544	Facebook	17	1	169983	85000	1683	0
5k_10k	5k - 10k	AT	Austria	Othmar Karas	Volkspartei	395638503864459	Facebook	17	1	169983	85000	2883	300
5k_10k	5k - 10k	AT	Austria	Andreas Schieder	SPÖ	290881691011354	Facebook	16	1	150327	75171	1888	99
5k_10k	5k - 10k	AT	Austria	Die Grünen	Die Grünen	21759893033	Facebook	13	1	129987	64999	1287	0
5k_10k	5k - 10k	AT	Austria	NR KLUB JETZT	NR KLUB JETZT	833013456857401	Facebook	12	1	119988	60000	1188	0
5k_10k	5k - 10k	AT	Austria	FSG - Fraktion Sozialdemokratischer GewerkschafterInnen	GewerkschafterInnen in der SPÖ	364093897023468	Facebook	12	1	119987	59999	4388	800
5k_10k	5k - 10k	AT	Austria	GPA-djp	GPA-djp	214499840736	Facebook	10	1	99990	49999	989	0
5k_10k	5k - 10k	AT	Austria	Alex Bernhuber	Niederösterreichischer Bauernbund	382872055842390	Facebook	10	1	99989	49999	989	0
5k_10k	5k - 10k	AT	Austria	Die Tiroler Grünen	Die Tiroler Grünen	112941499555	Facebook	8	1	79992	40000	792	0
5k_10k	5k - 10k	AT	Austria	Die Grünen Steiermark	Die Grünen Steiermark	97997637890	Facebook	8	1	79991	39999	791	0
5k_10k	5k - 10k	AT	Austria	Europa-Wahl 2019	Michael Eisenriegler Bakk Phil	489866264465481	Facebook	8	1	79991	39999	791	0
5k_10k	5k - 10k	AT	Austria	Unser Niederösterreich	Unser Niederösterreich	469284460250113	Facebook	7	1	69993	35000	693	0
5k_10k	5k - 10k	AT	Austria	Grüner Fisher Investments		138832469593845	Facebook	7	1	69993	35000	3493	700
5k_10k	5k - 10k	AT	Austria	Stadt Wien	Stadt Wien	110971788921077	Facebook	7	1	69993	35000	693	0
5k_10k	5k - 10k	AT	Austria	HC Strache	FPÖ	74865038590	Facebook	7	1	69992	34999	692	0
5k_10k	5k - 10k	AT	Austria	Christian Pirker		200189984169557	Facebook	7	1	69986	34996	692	0
5k_10k	5k - 10k	AT	Austria	Evelyn Regner	SPÖ	291746820967544	Facebook	6	1	59994	30000	594	0
5k_10k	5k - 10k	AT	Austria	GRAS - Grüne & Alternative Student_innen	GRAS - Grüne & Alternative Student_innen	79935247286	Facebook	6	1	59994	30000	2194	400
5k_10k	5k - 10k	AT	Austria	Peter Haubner		276851356116014	Facebook	6	1	59994	30000	1793	299
5k_10k	5k - 10k	AT	Austria	SPÖ Wien	SPÖ Wien	88108406133	Facebook	6	1	59993	29999	593	0
5k_10k	5k - 10k	AT	Austria	Udo Landbauer		494195290313	Facebook	6	1	59993	29999	593	0
5k_10k	5k - 10k	AT	Austria	Wirtschaftsbund Österreich	Wirtschaftsbund Österreich	385183128166442	Facebook	6	1	59993	29999	593	0
5k_10k	5k - 10k	AT	Austria	Lukas Mandl	Verein VSM - Vorzugsstimmen für Mandl	436914289678818	Facebook	6	1	59990	29998	593	0
5k_10k	5k - 10k	AT	Austria	Die Grünen Oberösterreich	Die Grünen Oberösterreich	84955135551	Facebook	6	1	59956	29981	593	0
5k_10k	5k - 10k	AT	Austria	Wochenblick	Wochenblick	991628130904203	Facebook	5	1	49994	24999	494	0
5k_10k	5k - 10k	AT	Austria	Maximilian Krauss		590930261019192	Facebook	5	1	49994	25000	895	100
5k_10k	5k - 10k	AT	Austria	Johann Gudenus		104145976305577	Facebook	5	1	49994	24999	494	0
5k_10k	5k - 10k	AT	Austria	Amnesty International Austria		30925241455	Facebook	5	1	49994	24999	494	0
