advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
SPÖ	SPÖ	77393060080	Facebook	w016	Week 16	AT	Austria	231	1	1328455	471129	10848	1333
kontrast.at	kontrast.at	1079650008770485	Facebook	w016	Week 16	AT	Austria	37	1	1012091	399493	5117	1076
Claudia Gamon	NEOS	447992848717452	Facebook	w016	Week 16	AT	Austria	23	1	861976	273999	5876	899
Europäisches Parlament Österreich		124468054313069	Facebook	w016	Week 16	AT	Austria	34	1	778804	322158	3067	1107
Harald Vilimsky		547597092025909	Facebook	w016	Week 16	AT	Austria	27	1	778023	295188	5291	1480
Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	w016	Week 16	AT	Austria	363	1	633706	183744	7420	162
Die Grünen	Die Grünen	21759893033	Facebook	w016	Week 16	AT	Austria	15	1	562450	190210	4487	844
Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	w016	Week 16	AT	Austria	126	1	383609	83512	5078	284
Johann Gudenus		104145976305577	Facebook	w016	Week 16	AT	Austria	7	1	347477	172444	1033	166
HC Strache	FPÖ	74865038590	Facebook	w016	Week 16	AT	Austria	8	1	298995	136857	1842	619
Europäische Kommission - Vertretung in Österreich		187626534620326	Facebook	w016	Week 16	AT	Austria	4	1	264709	106403	310	51
FPÖ	FPÖ	169051073236170	Facebook	w016	Week 16	AT	Austria	3	1	249996	109999	1996	699
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	w016	Week 16	AT	Austria	281	1	219038	58159	5264	197
SPÖ Kärnten	SPÖ Kärnten	10150145829810364	Facebook	w016	Week 16	AT	Austria	11	1	197432	69737	1702	264
Dominik Nepp	FPÖ-Wien	135953609780627	Facebook	w016	Week 16	AT	Austria	9	1	196238	63200	940	288
OÖVP - die Oberösterreichische Volkspartei	Oberösterreichische Volkspartei	289163077789256	Facebook	w016	Week 16	AT	Austria	5	1	165830	33166	488	40
Andreas Schieder	SPÖ	290881691011354	Facebook	w016	Week 16	AT	Austria	16	1	159275	38240	609	13
European Greens	European Greens	141366725876424	Facebook	w016	Week 16	AT	Austria	3	1	140315	56925	562	172
Pamela Rendi-Wagner	SPÖ-Parlamentsklub	1673371229636129	Facebook	w016	Week 16	AT	Austria	30	1	125731	29979	1314	99
European Parliament		178362315106	Facebook	w016	Week 16	AT	Austria	42	1	124048	44980	1349	227
Alex Bernhuber	Niederösterreichischer Bauernbund	382872055842390	Facebook	w016	Week 16	AT	Austria	2	1	112498	45000	748	150
Heumilch		184745071568863	Facebook	w016	Week 16	AT	Austria	1	1	102937	41175	205	102
Zalando		451619258340545	Facebook	w016	Week 16	AT	Austria	1	1	99999	50000	499	250
Kialo		729627343834501	Facebook	w016	Week 16	AT	Austria	59	1	94481	27348	285	40
Werner Kogler	Die Grünen	133612666671985	Facebook	w016	Week 16	AT	Austria	4	1	89567	20714	982	157
