advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	100k_200k	100k - 200k	160	1	31999840	16000000	156513	44127
Podemos	Unidas Podemos	269212336568846	Facebook	100k_200k	100k - 200k	69	1	13799931	6900000	62931	24300
Kialo		729627343834501	Facebook	100k_200k	100k - 200k	64	1	12799936	6400000	79048	24465
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	100k_200k	100k - 200k	59	1	11799941	5900000	119006	28929
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	100k_200k	100k - 200k	59	1	11799941	5900000	37386	8614
Fidesz	Fidesz	9844779306	Facebook	100k_200k	100k - 200k	54	1	10799946	5400000	34356	17023
European Greens		141366725876424	Facebook	100k_200k	100k - 200k	51	1	10199949	5100000	70449	19500
sp.a	sp.a	57253967150	Facebook	100k_200k	100k - 200k	46	1	9199954	4600000	30954	8300
The Labour Party	The Labour Party	25749647410	Facebook	100k_200k	100k - 200k	43	1	8599957	4300000	56652	17936
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	100k_200k	100k - 200k	42	1	8399958	4200000	21958	5000
Partido Popular	Partido Popular	72249031214	Facebook	100k_200k	100k - 200k	40	1	7999960	4000000	37460	12600
People's Vote UK	People's Vote	748608695327755	Facebook	100k_200k	100k - 200k	34	1	6799966	3400000	94850	23490
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	100k_200k	100k - 200k	32	1	6399968	3200000	40464	11919
Conservatives	The Conservative Party	8807334278	Facebook	100k_200k	100k - 200k	31	1	6199969	3100000	48334	16200
Harald Vilimsky		547597092025909	Facebook	100k_200k	100k - 200k	29	1	5799971	2900000	74471	18500
PSOE	PSOE	189318235003	Facebook	100k_200k	100k - 200k	29	1	5799971	2900000	17271	5800
38 Degrees	38 Degrees	200006375787	Facebook	100k_200k	100k - 200k	24	1	4799976	2400000	15710	4513
Kyriakos Mitsotakis		34848567724	Facebook	100k_200k	100k - 200k	24	1	4799976	2400000	11976	2400
We are the 52%	We are the 52%	466744973727718	Facebook	100k_200k	100k - 200k	24	1	4799976	2400000	13858	2777
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	100k_200k	100k - 200k	23	1	4599977	2300000	53977	14700
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	100k_200k	100k - 200k	23	1	4599977	2300000	19477	6000
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	100k_200k	100k - 200k	150	1	4485346	448534	2242	0
The Brexit Party	The Brexit Party	230416667843105	Facebook	100k_200k	100k - 200k	22	1	4399978	2200000	96021	25458
Uniunea Salvați România - USR	Uniunea Salvați România - USR	1058116737612843	Facebook	100k_200k	100k - 200k	22	1	4399978	2200000	20585	4307
Best For Britain	Best for Britain	1863944713844924	Facebook	100k_200k	100k - 200k	22	1	4399978	2200000	80399	19209
