advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	m	male	SI	Slovenia	44	1	2543807	1077482	11563	3071
Evropski parlament Slovenija	Evropski parlament Slovenija	183314631692914	Facebook	m	male	SI	Slovenia	147	1	1596843	482969	9848	439
SDS - Slovenska demokratska stranka	SDS - Slovenska demokratska stranka	30790585231	Facebook	m	male	SI	Slovenia	43	1	931397	308587	3869	391
Kialo		729627343834501	Facebook	m	male	SI	Slovenia	332	1	685631	283929	3499	862
Romana Tomc		1025408990823719	Facebook	m	male	SI	Slovenia	22	1	580020	134647	1566	48
Franc Bogovič		288826994603012	Facebook	m	male	SI	Slovenia	12	1	521253	195412	1362	157
Milan Zver	SDS - Slovenska demokratska stranka	279397488827904	Facebook	m	male	SI	Slovenia	30	1	504984	167396	2629	134
Socialni demokrati (SD)	Socialni demokrati (SD)	12676777580	Facebook	m	male	SI	Slovenia	68	1	333915	87308	3829	0
Stranka LMŠ	Stranka LMŠ	1688472281270558	Facebook	m	male	SI	Slovenia	18	1	245633	57465	1443	58
European Greens	European Greens	141366725876424	Facebook	m	male	SI	Slovenia	13	1	233261	113608	1168	364
Siemens Slovenija		393074441061448	Facebook	m	male	SI	Slovenia	11	1	189386	37780	725	0
Tanja Fajon	Socialni demokrati (SD)	73452413740	Facebook	m	male	SI	Slovenia	6	1	177932	35473	407	0
Janez Janša	SDS - Slovenska demokratska stranka	32585228571	Facebook	m	male	SI	Slovenia	4	1	137351	47935	538	68
Evropska komisija v Sloveniji		100107313369390	Facebook	m	male	SI	Slovenia	1	1	122223	61112	304	61
Patricija Šulin		1541413339429015	Facebook	m	male	SI	Slovenia	7	1	118256	43031	706	58
Neva Grašič		2235496013147745	Facebook	m	male	SI	Slovenia	13	1	101702	25947	727	0
Urša Zgojznik	Lista Povežimo se	2264632877141356	Facebook	m	male	SI	Slovenia	9	1	92821	21685	353	0
SAB - Stranka Alenke Bratušek		242210245976248	Facebook	m	male	SI	Slovenia	3	1	79515	15903	214	0
DOM - Domovinska liga		571044543390810	Facebook	m	male	SI	Slovenia	8	1	79362	22879	584	0
Lumar hiše		117782661584893	Facebook	m	male	SI	Slovenia	2	1	77600	38800	387	77
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	m	male	SI	Slovenia	51	1	69664	31467	134	31
European Commission		107898832590939	Facebook	m	male	SI	Slovenia	8	1	68304	25126	196	19
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	m	male	SI	Slovenia	51	1	56359	25093	192	37
Ta teden z Juretom Godlerjem		1585328878380866	Facebook	m	male	SI	Slovenia	1	1	49999	10000	99	0
NSi		111314452327761	Facebook	m	male	SI	Slovenia	1	1	44678	8935	88	0
