advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	LT	Lithuania	42	1	8232695	3546063	36771	8902
Vytenis Andriukaitis	Vytenis Andriukaitis	1651554231738028	Facebook	LT	Lithuania	50	1	7171943	3194997	11149	2099
Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	LT	Lithuania	44	1	3843956	1565000	8056	1200
Gitanas Nausėda	Gitanas Nausėda	684534791927883	Facebook	LT	Lithuania	62	1	2845921	885996	8537	600
Mindaugas Puidokas	Puidokas Mindaugas	1739968129576961	Facebook	LT	Lithuania	97	1	2476899	604998	10402	200
Martynas Nagevičius / LRLS Sostinės liberalai		1146633232128220	Facebook	LT	Lithuania	60	1	1537932	338998	7139	300
Kialo		729627343834501	Facebook	LT	Lithuania	364	1	1405829	560804	8820	2074
Už Ingridą	Ingrida Šimonytė	2214495192154107	Facebook	LT	Lithuania	29	1	1297970	387999	3670	199
Antanas Guoga	Lietuvos Centro Partijos rinkimų sąskaita	18276748821	Facebook	LT	Lithuania	15	1	952949	369992	3484	499
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	LT	Lithuania	20	1	930978	386999	3579	400
Prof. Dr. Stanislovas Tomas, Advokatas		1049345465226776	Facebook	LT	Lithuania	5	1	700994	269999	1597	534
European Commission		107898832590939	Facebook	LT	Lithuania	13	1	588900	261955	1760	246
Arvydas Juozaitis	Arvydas Juozaitis	458551247900215	Facebook	LT	Lithuania	12	1	551988	140000	2388	299
Liberalai	Liberalai	81004804444	Facebook	LT	Lithuania	78	1	503916	97998	7700	0
Tėvynės sąjunga - Lietuvos krikščionys demokratai (TS-LKD)		198988713464683	Facebook	LT	Lithuania	9	1	470991	187000	1691	200
Tomas Tomilinas - naujienos		530620843630609	Facebook	LT	Lithuania	18	1	451942	176980	2181	99
Bronis Ropė		216419471860983	Facebook	LT	Lithuania	10	1	356989	70999	990	0
Petras Auštrevičius		1482024028702535	Facebook	LT	Lithuania	11	1	332968	155989	1888	199
Laima Mogenienė	LVŽS partija (EP rinkimų sąskaita)	334338600540343	Facebook	LT	Lithuania	35	1	312504	81854	3448	0
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	LT	Lithuania	49	1	303261	141835	663	191
Karolina Štelmokaitė	LVŽS	763068560724258	Facebook	LT	Lithuania	11	1	245988	57999	1088	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	LT	Lithuania	24	1	220929	66325	1063	36
Saulius Skvernelis	Saulius Skvernelis	814777171988967	Facebook	LT	Lithuania	4	1	209996	75000	796	100
Lietuvos Centro Partija (LCP)		102161476501915	Facebook	LT	Lithuania	3	1	204996	100999	1096	199
Europos Komisijos atstovybė Lietuvoje		76783564232	Facebook	LT	Lithuania	1	1	199999	100000	498	100
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	LT	Lithuania	54	1	165007	71409	753	163
Vilija Blinkevičiūtė	Lietuvos socialdemokratų partija - LSDP	1551002341778947	Facebook	LT	Lithuania	6	1	160960	31993	593	0
European Greens	European Greens	141366725876424	Facebook	LT	Lithuania	7	1	150791	60040	559	167
Viktoras Uspaskich		160851767470	Facebook	LT	Lithuania	2	1	149998	60000	998	200
Greens/EFA in the European Parliament		150527751674751	Facebook	LT	Lithuania	23	1	127599	54910	149	30
Darbo partija		264116120225	Facebook	LT	Lithuania	4	1	110992	25000	395	0
Robertas Šarknickas		880209082011396	Facebook	LT	Lithuania	4	1	110987	24998	395	0
Kęstutis Mažeika		781577665286911	Facebook	LT	Lithuania	2	1	104998	51000	198	0
Europos Parlamento biuras Lietuvoje		188014250186	Facebook	LT	Lithuania	2	1	104983	50992	597	99
