advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
COALICION ELECTORAL UNIDAS PODEMOS		AR21167248102129664	Google	w016	Week 16	211	1	75947861	7547208	368002	7260
Future Innovation SRL		AR474748779908562944	Google	w016	Week 16	12	1	56542321	5654107	54367	925
AMERISOFT SRL		AR573801583431647232	Google	w016	Week 16	84	1	28936902	2882186	2870	116
COALICION CANARIA		AR489541609348661248	Google	w016	Week 16	1987	1	18404082	781181	72751	456
HEADS, s.r.o.		AR356967719951663104	Google	w016	Week 16	16	1	13153219	1314953	29522	581
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	w016	Week 16	329	1	11667793	1019306	12237	292
Ciudadanos - Partido de la Ciudadanía		AR309397624253841408	Google	w016	Week 16	8	1	11100000	1110000	91888	1550
ENTUSIASMO Y MUCHO VALOR, S.L.U.		AR433345570053029888	Google	w016	Week 16	108	1	10709999	1063999	96669	2543
Partido Animalista PACMA		AR145115193901318144	Google	w016	Week 16	5	1	10533333	1053333	44918	766
Fratelli d'Italia Centrodestra Nazionale		AR400032566754672640	Google	w016	Week 16	52	1	9554412	952590	36102	686
ΑΝΟΡΘΩΤΙΚΟ ΚΟΜΜΑ ΕΡΓΑΖΟΜΕΝΟΥ ΛΑΟΥ (ΑΚΕΛ)		AR429686395355791360	Google	w016	Week 16	49	1	5453406	534855	1411	65
KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ		AR237340030215913472	Google	w016	Week 16	1	1	4666666	466666	14000	233
Lietuvos Respublikos liberalų sąjūdis		AR132631338879549440	Google	w016	Week 16	26	1	3192952	314857	716	40
Sotsiaaldemokraatlik Erakond		AR61981944358895616	Google	w016	Week 16	7	1	2560000	256000	10000	200
NÁRODNÁ KOALÍCIA		AR12498698428743680	Google	w016	Week 16	3	1	2231579	223157	10686	189
Venstres Landsorganisation		AR283015942256984064	Google	w016	Week 16	35	1	2172936	199555	100860	1866
SoftCream Longina Śniecikowska BAreńska		AR39744596565032960	Google	w016	Week 16	24	1	2000988	198497	1072	85
HLAS		AR312619193323225088	Google	w016	Week 16	241	1	1954732	127296	6534	276
Socialdemokratiet Sønderborg kreds		AR556939473108074496	Google	w016	Week 16	72	1	1427140	133170	1603	102
CDA Doetinchem		AR453512812329697280	Google	w016	Week 16	19	1	1193749	118750	287	18
Fondation Populaire		AR320938922932699136	Google	w016	Week 16	12	1	1163293	116070	13710	331
Suomen Keskusta r.p.		AR441112520191639552	Google	w016	Week 16	1	1	999999	99999	499	49
UAB "BPN LT"		AR135010682042056704	Google	w016	Week 16	15	1	864426	86442	432	26
Fianna Fáil		AR101183107301900288	Google	w016	Week 16	16	1	561980	55502	652	58
Cink, s.r.o.		AR361287976015101952	Google	w016	Week 16	11	1	497459	49613	126	8
