advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	location_code_filter	location_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Partido Socialista Europeu	Partido Socialista Europeu	126509981274614	Facebook	portalegre_district_PT	Portalegre District, Portugal	62	1	95391	38286	140	7
European Parliament		178362315106	Facebook	portalegre_district_PT	Portalegre District, Portugal	74	1	86376	37038	300	61
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	portalegre_district_PT	Portalegre District, Portugal	48	1	37039	16934	73	19
European Commission		107898832590939	Facebook	portalegre_district_PT	Portalegre District, Portugal	10	1	30852	13132	51	19
Kialo		729627343834501	Facebook	portalegre_district_PT	Portalegre District, Portugal	326	1	28913	12139	127	30
MEO		69209479569	Facebook	portalegre_district_PT	Portalegre District, Portugal	4	1	22393	8813	35	11
Página Miguel Viegas		194651341130667	Facebook	portalegre_district_PT	Portalegre District, Portugal	7	1	16779	6024	55	8
Greens/EFA in the European Parliament		150527751674751	Facebook	portalegre_district_PT	Portalegre District, Portugal	43	1	15714	6591	17	2
Fundação Calouste Gulbenkian		49386033906	Facebook	portalegre_district_PT	Portalegre District, Portugal	1	1	12629	6315	6	1
Esquerda Net	Esquerda Net	116426248469551	Facebook	portalegre_district_PT	Portalegre District, Portugal	4	1	12033	6017	60	28
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	portalegre_district_PT	Portalegre District, Portugal	34	1	11218	4659	28	5
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	portalegre_district_PT	Portalegre District, Portugal	59	1	9690	4114	37	8
Carlos Coelho		306796832807017	Facebook	portalegre_district_PT	Portalegre District, Portugal	6	1	8558	4279	36	7
Uiu		907141939410106	Facebook	portalegre_district_PT	Portalegre District, Portugal	4	1	7516	2868	8	1
Rios Livres		247517791943794	Facebook	portalegre_district_PT	Portalegre District, Portugal	9	1	7508	3030	20	2
The Bamboo Brush Society		1152885191422950	Facebook	portalegre_district_PT	Portalegre District, Portugal	34	1	6596	2613	15	1
VoteWatch Europe		355087424564148	Facebook	portalegre_district_PT	Portalegre District, Portugal	8	1	6591	2762	15	5
Uniarea		413110028708018	Facebook	portalegre_district_PT	Portalegre District, Portugal	5	1	4224	1426	5	0
